117176, 1, 67, 7
122835, 1, 0, 1
132204, 1, 0, 1
133849, 1, 0, 1
139789, 1, 3, 1
146363, 1, 0, 1
147871, 1, 0, 7
176584, 1, 0, 1
182653, 1, 174, 6
188201, 1, 191, 6
199750, 1, 199, 6
214443, 1, 29, 6
218903, 1, 0, 1
225222, 1, 0, 1
225621, 1, 3, 7
228117, 1, 95, 3
237025, 1, 17, 5
240611, 1, 13, 5
250415, 1, 159, 5
253987, 1, 113, 7
260977, 1, 0, 1
262519, 1, 0, 1
263585, 1, 0, 1
275669, 1, 0, 1
281008, 1, 123, 6
282801, 1, 0, 1
285825, 1, 230, 5
286251, 1, 36, 7
286272, 1, 142, 6
288127, 1, 27, 7
288164, 1, 0, 1
289323, 1, 0, 7
289699, 1, 78, 7
297756, 1, 0, 1
302630, 1, 0, 1
318109, 1, 171, 6
320382, 1, 110, 7
320450, 1, 170, 6
323298, 1, 101, 6
325757, 1, 33, 7
331269, 1, 0, 7
331446, 1, 57, 7
331599, 1, 15, 7
334144, 1, 0, 1
340346, 1, 139, 6
341395, 1, 0, 1
352895, 1, 0, 1
360560, 1, 167, 6
363274, 1, 202, 6
366614, 1, 0, 1
373552, 1, 60, 6
387897, 1, 56, 7
397707, 1, 0, 1
399763, 1, 0, 1
402234, 1, 209, 6
411734, 1, 53, 7
411740, 1, 55, 7
415697, 1, 197, 6
422077, 1, 0, 1
427966, 1, 134, 6
431827, 1, 0, 1
432803, 1, 65, 2
434009, 1, 0, 1
440509, 1, 0, 1
459466, 1, 0, 1
468251, 1, 0, 2
474543, 1, 156, 6
488989, 1, 55, 6
504497, 1, 3, 6
520478, 1, 151, 6
521510, 1, 153, 6
525628, 1, 215, 6
542504, 1, 0, 1
545800, 1, 211, 6
549060, 1, 126, 3
554126, 1, 203, 6
556693, 1, 206, 6
566483, 1, 131, 6
583761, 1, 0, 1
584961, 1, 187, 6
598469, 1, 0, 1
605082, 1, 0, 1
609399, 1, 22, 6
611096, 1, 205, 6
621263, 1, 0, 1
636837, 1, 0, 1
659225, 1, 187, 6
673308, 1, 106, 6
689622, 1, 47, 3
700911, 1, 24, 7
705728, 1, 0, 1
741598, 1, 0, 1
754086, 1, 147, 5
758379, 1, 140, 6
775724, 1, 157, 5
788440, 1, 0, 1
818525, 1, 0, 1
822606, 1, 38, 2
832873, 1, 130, 6
835491, 1, 55, 7
841846, 1, 0, 1
843172, 1, 96, 4
846511, 1, 0, 1
847917, 1, 130, 7
