9821784, 146086, 162, 5
9821798, 146086, 137, 6
9821801, 146086, 65, 6
9821822, 146086, 151, 6
9821853, 146086, 211, 5
9821854, 146086, 0, 1
9821855, 146086, 0, 1
9821924, 146086, 0, 1
9821958, 146086, 55, 1
9821963, 146086, 45, 5
9821971, 146086, 152, 6
9821979, 146086, 2, 6
9822001, 146086, 214, 6
9822175, 146086, 0, 1
9822176, 146086, 0, 1
9822177, 146086, 0, 1
9822178, 146086, 0, 1
9822179, 146086, 0, 1
9822180, 146086, 0, 1
9822181, 146086, 0, 1
9822182, 146086, 0, 1
9822183, 146086, 0, 1
9822184, 146086, 0, 1
9822185, 146086, 0, 1
9822186, 146086, 0, 1
9822265, 146086, 99, 7
9822304, 146086, 95, 5
9822679, 146086, 124, 4
9822764, 146086, 0, 1
9822765, 146086, 0, 1
9822766, 146086, 0, 1
9822767, 146086, 0, 1
9822772, 146086, 0, 1
9822773, 146086, 0, 1
9822774, 146086, 0, 1
9822775, 146086, 0, 1
9822776, 146086, 0, 1
9822777, 146086, 0, 1
9822778, 146086, 0, 1
9822779, 146086, 0, 1
9822907, 146086, 0, 1
9823816, 146086, 121, 5
9824467, 146086, 51, 4
9825944, 146086, 0, 1
9826400, 146086, 250, 5
9826406, 146086, 180, 5
9828270, 146086, 0, 1
9828580, 146086, 106, 2
9828651, 146086, 0, 1
9831198, 146086, 45, 5
9831932, 146086, 4, 6
9833023, 146086, 0, 1
9834091, 146086, 0, 1
9834333, 146086, 15, 6
9838631, 146086, 72, 5
9838664, 146086, 5, 1
9844632, 146086, 37, 6
9847614, 146086, 129, 5
9848536, 146086, 26, 6
9848567, 146086, 134, 6
9848750, 146086, 25, 6
9849060, 146086, 148, 6
9849179, 146086, 101, 4
9849219, 146086, 2, 6
9849288, 146086, 92, 6
9849818, 146086, 193, 5
9849961, 146086, 0, 1
9849962, 146086, 0, 1
9849963, 146086, 0, 1
9849964, 146086, 0, 1
9849965, 146086, 0, 1
9849966, 146086, 0, 1
9849967, 146086, 0, 1
9849968, 146086, 0, 1
9849970, 146086, 0, 1
9849971, 146086, 0, 1
9849972, 146086, 0, 1
9849973, 146086, 0, 1
9849994, 146086, 0, 1
9849995, 146086, 0, 1
9849996, 146086, 0, 1
9849997, 146086, 0, 1
9849998, 146086, 0, 1
9849999, 146086, 0, 1
9850000, 146086, 0, 1
9850001, 146086, 0, 1
9850002, 146086, 0, 1
9850003, 146086, 0, 1
9850004, 146086, 0, 1
9850005, 146086, 0, 1
9850182, 146086, 193, 4
9850634, 146086, 21, 6
9850872, 146086, 79, 5
9851000, 146086, 0, 1
9851620, 146086, 6, 1
9852250, 146086, 179, 5
9856254, 146086, 146, 6
9857967, 146086, 158, 4
9858856, 146086, 144, 4
9859317, 146086, 69, 5
9859525, 146086, 0, 1
9860657, 146086, 0, 1
9861148, 146086, 0, 1
9862738, 146086, 150, 2
9863270, 146086, 0, 5
9863869, 146086, 197, 5
9867348, 146086, 0, 1
9868922, 146086, 0, 1
9873342, 146086, 0, 1
9875216, 146086, 0, 1
9875257, 146086, 193, 5
9876895, 146086, 107, 2
9877301, 146086, 31, 5
9883393, 146086, 107, 3
9884780, 146086, 0, 1
9912586, 146086, 95, 4
9969784, 146086, 17, 4
9974289, 146086, 0, 1
9975407, 146086, 46, 4
9979294, 146086, 63, 6
10036633, 146086, 0, 1
10054995, 146086, 0, 1
10088089, 146086, 0, 1
10092352, 146086, 0, 2
10133798, 146086, 60, 4
10199604, 146086, 0, 1
10309936, 146086, 29, 3
10326597, 146086, 57, 2
10352741, 146086, 0, 1
10481283, 146086, 3, 1
10484084, 146086, 0, 1
10500460, 146086, 0, 1
10558099, 146086, 0, 1
10568356, 146086, 0, 1
10574773, 146086, 0, 1
10582263, 146086, 0, 1
10585589, 146086, 0, 1
10588628, 146086, 0, 1
9934259, 146090, 0, 1
9934858, 146090, 120, 5
9935593, 146090, 112, 6
9935656, 146090, 0, 1
9935657, 146090, 0, 1
9935658, 146090, 0, 1
9935659, 146090, 0, 1
9935660, 146090, 0, 1
9935662, 146090, 0, 1
9935664, 146090, 0, 1
9935666, 146090, 0, 1
9935670, 146090, 0, 1
9935671, 146090, 0, 1
9935672, 146090, 0, 1
9935673, 146090, 0, 1
9936137, 146090, 59, 7
9936283, 146090, 11, 1
9936335, 146090, 0, 1
9936336, 146090, 0, 1
9936338, 146090, 0, 1
9936339, 146090, 0, 1
9936340, 146090, 0, 1
9936341, 146090, 0, 1
9936342, 146090, 0, 1
9936343, 146090, 0, 1
9936345, 146090, 0, 1
9936346, 146090, 0, 1
9936347, 146090, 0, 1
9936348, 146090, 0, 1
9936490, 146090, 44, 6
9936849, 146090, 61, 5
9938463, 146090, 0, 1
9939226, 146090, 0, 1
9939765, 146090, 0, 1
9940671, 146090, 0, 1
9940899, 146090, 4, 1
9941018, 146090, 74, 6
9942321, 146090, 0, 1
9942460, 146090, 0, 5
9943052, 146090, 0, 1
9944210, 146090, 187, 5
9945079, 146090, 161, 5
9946545, 146090, 108, 5
9950683, 146090, 190, 5
9950694, 146090, 0, 1
9951404, 146090, 153, 5
9953839, 146090, 0, 1
9954187, 146090, 41, 6
9954450, 146090, 177, 9
9955137, 146090, 75, 6
9958074, 146090, 33, 5
9959992, 146090, 9, 4
9961489, 146090, 186, 5
9961786, 146090, 0, 1
9962797, 146090, 130, 5
9964809, 146090, 0, 1
9968069, 146090, 24, 1
9968469, 146090, 70, 4
9968776, 146090, 0, 1
9968901, 146090, 0, 1
10016871, 146090, 0, 1
10027371, 146090, 0, 1
10034774, 146090, 185, 4
10042997, 146090, 62, 5
10043183, 146090, 0, 1
10048828, 146090, 3, 1
10053554, 146090, 0, 1
10114425, 146090, 0, 1
10120439, 146090, 0, 1
10178763, 146090, 6, 1
10203090, 146090, 0, 1
10235676, 146090, 0, 1
10235677, 146090, 0, 1
10235678, 146090, 0, 1
10235679, 146090, 0, 1
10235681, 146090, 0, 1
10235682, 146090, 0, 1
10235684, 146090, 0, 1
10235686, 146090, 0, 1
10235687, 146090, 0, 1
10235688, 146090, 0, 1
10235689, 146090, 0, 1
10235690, 146090, 0, 1
10235729, 146090, 0, 1
10235730, 146090, 0, 1
10235731, 146090, 0, 1
10235732, 146090, 0, 1
10235733, 146090, 0, 1
10235734, 146090, 0, 1
10235736, 146090, 0, 1
10235737, 146090, 0, 1
10235738, 146090, 0, 1
10235741, 146090, 0, 1
10235742, 146090, 0, 1
10235743, 146090, 0, 1
10246034, 146090, 183, 4
10274683, 146090, 17, 1
10279926, 146090, 0, 1
10294008, 146090, 0, 2
10491577, 146090, 0, 1
10550995, 146090, 0, 1
10551796, 146090, 40, 1
10573774, 146090, 0, 1
