gateway_id	role_id	item_type	value	sheet_id	quantity
146090	9934858	2	承影·阳(5级)	423500553.sitem	1
146090	9935593	2	龙渊·阳(7级)	423400753.sitem	1
146090	9936137	2	承影·阳(6级)	423500653.sitem	1
146090	9936283	2	龙渊·阳(1级)	423400153.sitem	1
146090	9936490	2	承影·阳(7级)	423500753.sitem	1
146090	9936849	2	龙渊·阳(1级)	423400153.sitem	1
146090	9939226	2	龙渊·阳(1级)	423400153.sitem	1
146090	9941018	2	承影·阳(7级)	423500753.sitem	1
146090	9943416	2	龙渊·阳(1级)	423400153.sitem	1
146090	9944210	2	承影·阳(7级)	423500753.sitem	1
146090	9944224	2	勾陈·阳(1级)	423600153.sitem	1
146090	9945079	2	勾陈·阳(7级)	423600753.sitem	1
146090	9946545	2	彗蚀·阳(5级)	423300553.sitem	1
146090	9950571	2	龙渊·阳(4级)	423400453.sitem	1
146090	9950683	2	彗蚀·阳(6级)	423300653.sitem	1
146090	9951404	2	承影·阳(7级)	423500753.sitem	1
146090	9951732	2	承影·阳(5级)	423500553.sitem	1
146090	9954187	2	彗蚀·阳(7级)	423300753.sitem	1
146090	9954450	2	承影·阳(9级)	423500953.sitem	1
146090	9955137	2	承影·阳(8级)	423500853.sitem	1
146090	9958074	2	承影·阳(7级)	423500753.sitem	1
146090	9959094	2	绝云·阳(1级)	423200153.sitem	1
146090	9961489	2	承影·阳(6级)	423500653.sitem	1
146090	9962797	2	勾陈·阳(6级)	423600653.sitem	1
146090	9966878	2	勾陈·阳(4级)	423600453.sitem	1
146090	9968469	2	龙渊·阳(3级)	423400353.sitem	1
146090	9968776	2	承影·阳(1级)	423500153.sitem	1
146090	9970477	2	承影·阳(2级)	423500253.sitem	1
146090	10027371	2	承影·阳(3级)	423500353.sitem	1
146090	10034774	2	彗蚀·阳(6级)	423300653.sitem	1
146090	10042997	2	承影·阳(7级)	423500753.sitem	1
153091	9934372	2	承影·阳(9级)	423500953.sitem	1
153091	9934404	2	承影·阳(5级)	423500553.sitem	1
153091	9935970	2	勾陈·阳(3级)	423600353.sitem	1
153091	9938712	2	勾陈·阳(1级)	423600153.sitem	1
153091	9938976	2	承影·阳(1级)	423500153.sitem	1
153091	9942048	2	承影·阳(4级)	423500453.sitem	1
153091	9947857	2	承影·阳(6级)	423500653.sitem	1
153091	9947930	2	彗蚀·阳(6级)	423300653.sitem	1
153091	9948965	2	承影·阳(4级)	423500453.sitem	1
153091	9950775	2	彗蚀·阳(5级)	423300553.sitem	1
153091	9956068	2	承影·阳(6级)	423500653.sitem	1
153091	9956313	2	承影·阳(6级)	423500653.sitem	1
153091	9966991	2	勾陈·阳(7级)	423600753.sitem	1
153091	9971211	2	绝云·阳(6级)	423200653.sitem	1
153091	9971437	2	彗蚀·阳(5级)	423300553.sitem	1
153091	9971607	2	彗蚀·阳(7级)	423300753.sitem	1
153091	9972331	2	承影·阳(1级)	423500153.sitem	1
153091	9974905	2	承影·阳(7级)	423500753.sitem	1
153091	9977969	2	彗蚀·阳(7级)	423300753.sitem	1
153091	9979700	2	绝云·阳(7级)	423200753.sitem	1
153091	9980653	2	勾陈·阳(6级)	423600653.sitem	1
153091	9980812	2	承影·阳(1级)	423500153.sitem	1
153091	9981964	2	绝云·阳(6级)	423200653.sitem	1
153091	9987436	2	勾陈·阳(4级)	423600453.sitem	1
153091	9995768	2	龙渊·阳(3级)	423400353.sitem	1
153091	10001062	2	彗蚀·阳(4级)	423300453.sitem	1
153091	10001475	2	彗蚀·阳(5级)	423300553.sitem	1
153091	10001490	2	彗蚀·阳(4级)	423300453.sitem	1
153091	10001501	2	彗蚀·阳(4级)	423300453.sitem	1
153091	10003975	2	彗蚀·阳(6级)	423300653.sitem	1
153091	10003977	2	彗蚀·阳(5级)	423300553.sitem	1
153091	10005088	2	彗蚀·阳(4级)	423300453.sitem	1
153091	10005111	2	彗蚀·阳(5级)	423300553.sitem	1
153091	10005531	2	龙渊·阳(3级)	423400353.sitem	1
153091	10005545	2	龙渊·阳(5级)	423400553.sitem	1
153091	10005551	2	龙渊·阳(4级)	423400453.sitem	1
153091	10005562	2	勾陈·阳(4级)	423600453.sitem	1
153091	10007957	2	彗蚀·阳(6级)	423300653.sitem	1
153091	10008388	2	勾陈·阳(2级)	423600253.sitem	1
153091	10008390	2	彗蚀·阳(5级)	423300553.sitem	1
153091	10008393	2	勾陈·阳(5级)	423600553.sitem	1
153091	10008402	2	龙渊·阳(2级)	423400253.sitem	1
153091	10009758	2	勾陈·阳(2级)	423600253.sitem	1
153091	10013009	2	彗蚀·阳(6级)	423300653.sitem	1
153091	10013417	2	承影·阳(1级)	423500153.sitem	1
153091	10054751	2	龙渊·阳(3级)	423400353.sitem	1
153091	10054759	2	龙渊·阳(3级)	423400353.sitem	1
153091	10054830	2	龙渊·阳(1级)	423400153.sitem	1
153091	10054840	2	龙渊·阳(2级)	423400253.sitem	1
153091	10071998	2	龙渊·阳(1级)	423400153.sitem	1
153091	10076987	2	绝云·阳(4级)	423200453.sitem	1
153091	10080221	2	勾陈·阳(1级)	423600153.sitem	1
153091	10097829	2	勾陈·阳(6级)	423600653.sitem	1
153091	10097835	2	勾陈·阳(6级)	423600653.sitem	1
153091	10107034	2	承影·阳(1级)	423500153.sitem	1
153091	10112270	2	绝云·阳(1级)	423200153.sitem	1
153091	10139266	2	承影·阳(1级)	423500153.sitem	1
