gateway_id	immortal_level	immortal_star	player_count
146086	1	0	87
146086	1	1	4
146086	1	3	3
146086	1	4	5
146086	1	5	1
146086	2	0	1
146086	2	2	2
146086	2	3	2
146086	2	4	2
146086	2	5	1
146086	3	1	3
146086	3	3	3
146086	3	4	2
146086	4	0	3
146086	4	1	1
146086	4	3	2
146086	5	0	1
146086	5	1	1
146086	5	2	4
146086	5	3	2
146086	5	4	1
146086	6	0	1
146086	6	2	1
146086	6	3	3
146086	6	4	1
146086	6	5	1
146090	1	0	76
146090	1	1	3
146090	1	2	1
146090	1	3	1
146090	1	4	1
146090	3	3	1
146090	3	4	2
146090	4	1	1
146090	4	3	1
146090	4	5	1
146090	5	1	1
146090	5	2	2
146090	5	3	4
146090	5	4	1
146090	5	5	1
146090	6	2	1
146090	6	3	2
146090	7	4	1
146098	1	0	53
146098	1	1	2
146098	1	2	1
146098	1	3	1
146098	1	4	1
146098	1	5	2
146098	2	2	1
146098	2	4	3
146098	3	0	1
146098	3	3	1
146098	3	4	1
146098	3	5	1
146098	5	0	3
146098	5	1	2
146098	5	3	1
146098	5	4	2
146098	7	3	1
146102	1	0	77
146102	1	1	5
146102	1	2	1
146102	1	3	5
146102	1	4	2
146102	1	5	3
146102	2	1	3
146102	2	2	2
146102	2	3	2
146102	2	4	2
146102	2	5	2
146102	3	1	3
146102	3	2	2
146102	3	4	2
146102	3	5	1
146102	4	1	1
146102	4	3	1
146102	4	4	1
146102	5	0	1
146102	5	1	1
146102	5	4	1
146102	6	1	1
146107	1	0	90
146107	1	1	7
146107	1	2	3
146107	1	3	1
146107	1	4	1
146107	2	0	3
146107	2	2	1
146107	2	3	3
146107	2	4	3
146107	3	3	2
146107	3	4	1
146107	3	5	1
146107	4	0	1
146107	4	1	1
146107	4	3	1
146107	6	1	1
146111	1	0	143
146111	1	1	14
146111	1	2	4
146111	1	3	1
146111	1	4	2
146111	1	5	2
146111	2	0	3
146111	2	1	2
146111	2	2	1
146111	2	3	1
146111	2	4	2
146111	3	3	1
153087	1	0	50
153087	1	1	7
153087	1	2	2
153087	1	3	1
153087	1	5	2
153087	2	0	1
153087	2	3	3
153087	2	4	3
153087	3	0	2
153087	3	1	4
153087	3	2	2
153087	3	3	4
153087	3	4	1
153087	3	5	1
153087	4	0	2
153087	4	1	1
153087	4	2	1
153087	4	3	1
153087	4	4	1
153087	4	5	1
153087	5	0	2
153087	5	1	2
153087	5	2	4
153087	5	3	5
153087	5	4	1
153087	6	0	1
153087	6	1	3
153087	6	2	1
153087	6	3	1
153091	1	0	22
153091	1	1	1
153091	1	3	1
153091	1	4	1
153091	2	1	1
153091	2	5	1
153091	3	0	1
153091	3	2	1
153091	3	3	1
153091	3	4	1
153091	4	4	2
153091	5	4	2
153091	5	5	1
153091	6	0	1
153091	6	1	2
153091	6	2	3
153091	6	3	1
153091	6	4	1
153091	8	1	1
153099	1	0	27
153099	1	1	1
153099	1	2	1
153099	1	3	1
153099	1	4	1
153099	2	1	1
153099	2	3	1
153099	2	4	1
153099	3	5	1
153099	4	3	2
153099	5	0	1
153099	6	0	1
153099	6	3	1
153103	1	0	15
153103	1	1	2
153103	1	2	1
153103	1	3	2
153103	2	0	1
153103	2	1	3
153103	2	2	1
153103	2	4	1
153103	3	3	2
153103	3	4	1
153103	4	4	1
153103	4	5	1
153103	5	3	1
153103	5	4	1
153103	6	4	1
153108	1	0	16
153108	1	1	1
153108	1	2	1
153108	1	4	1
153108	2	0	1
153108	2	2	2
153108	2	4	1
153108	3	2	1
153108	5	2	1
153108	5	4	1
153112	1	0	42
153112	1	1	3
153112	1	2	1
153112	1	3	5
153112	1	5	1
153112	2	0	1
153112	2	1	1
153112	2	3	1
153112	2	4	1
153112	2	5	1
