gateway_id	role_id	item_type	value	sheet_id	quantity
146086	9821778	1	剑纹·无量·高	332001108.sitem	1
146086	9821778	1	剑纹·长生·极	332001806.sitem	1
146086	9821778	1	剑纹·金刚·极	332002006.sitem	1
146086	9821778	1	剑纹·虎咬·极	332002207.sitem	1
146086	9821778	1	剑纹·破军·极	332003106.sitem	1
146086	9821779	1	剑纹·长生·高	332000804.sitem	1
146086	9821779	1	剑纹·虎咬·高	332001206.sitem	1
146086	9821784	1	剑纹·长生·极	332001809.sitem	1
146086	9821784	1	剑纹·金刚·极	332002006.sitem	1
146086	9821784	1	剑纹·无量·极	332002108.sitem	1
146086	9821784	1	剑纹·虎咬·极	332002212.sitem	1
146086	9821784	1	剑纹·破军·极	332003102.sitem	1
146086	9821798	1	剑纹·长生·极	332001809.sitem	1
146086	9821798	1	剑纹·金刚·极	332002007.sitem	1
146086	9821798	1	剑纹·无量·极	332002108.sitem	1
146086	9821798	1	剑纹·虎咬·极	332002210.sitem	1
146086	9821798	1	剑纹·阳炎·极	332002408.sitem	1
146086	9821798	1	剑纹·破军·极	332003108.sitem	1
146086	9821798	1	剑纹·贪狼·极	332003206.sitem	1
146086	9821801	1	剑纹·金刚·高	332001008.sitem	1
146086	9821801	1	剑纹·长生·极	332001809.sitem	1
146086	9821801	1	剑纹·无量·极	332002106.sitem	1
146086	9821801	1	剑纹·虎咬·极	332002209.sitem	1
146086	9821801	1	剑纹·星移·极	332002707.sitem	1
146086	9821807	1	剑纹·金刚·中	332000608.sitem	1
146086	9821807	1	剑纹·长生·极	332001809.sitem	1
146086	9821807	1	剑纹·无量·极	332002107.sitem	1
146086	9821807	1	剑纹·虎咬·极	332002209.sitem	1
146086	9821807	1	剑纹·星移·极	332002705.sitem	1
146086	9821807	1	剑纹·破军·极	332003106.sitem	1
146086	9821822	1	剑纹·长生·极	332001808.sitem	1
146086	9821822	1	剑纹·金刚·极	332002008.sitem	1
146086	9821822	1	剑纹·无量·极	332002108.sitem	1
146086	9821822	1	剑纹·龙吟·极	332002310.sitem	1
146086	9821822	1	剑纹·月华·极	332002508.sitem	1
146086	9821822	1	剑纹·破军·极	332003107.sitem	1
146086	9821840	1	剑纹·金刚·中	332000606.sitem	1
146086	9821840	1	剑纹·虎咬·中	332002805.sitem	1
146086	9821853	1	剑纹·长生·高	332000808.sitem	1
146086	9821853	1	剑纹·金刚·高	332001007.sitem	1
146086	9821853	1	剑纹·龙吟·极	332002307.sitem	1
146086	9821853	1	剑纹·星移·极	332002705.sitem	1
146086	9821924	1	剑纹·长生·中	332000405.sitem	1
146086	9821924	1	剑纹·龙吟·中	332002901.sitem	1
146086	9821963	1	剑纹·长生·高	332000804.sitem	1
146086	9821963	1	剑纹·无量·高	332001102.sitem	1
146086	9821963	1	剑纹·龙吟·中	332002909.sitem	1
146086	9821971	1	剑纹·无量·高	332001108.sitem	1
146086	9821971	1	剑纹·长生·极	332001809.sitem	1
146086	9821971	1	剑纹·龙吟·极	332002310.sitem	1
146086	9821971	1	剑纹·月华·极	332002506.sitem	1
146086	9821971	1	剑纹·破军·极	332003107.sitem	1
146086	9821971	1	剑纹·贪狼·极	332003205.sitem	1
146086	9821973	1	剑纹·无量·高	332001101.sitem	1
146086	9821973	1	剑纹·星移·高	332001701.sitem	1
146086	9821979	1	剑纹·长生·极	332001809.sitem	1
146086	9821979	1	剑纹·金刚·极	332002008.sitem	1
146086	9821979	1	剑纹·虎咬·极	332002209.sitem	1
146086	9821979	1	剑纹·破军·极	332003108.sitem	1
146086	9821979	1	剑纹·贪狼·极	332003207.sitem	1
146086	9821979	1	剑纹·七杀·极	332003307.sitem	1
146086	9822001	1	剑纹·长生·极	332001810.sitem	1
146086	9822001	1	剑纹·金刚·极	332002009.sitem	1
146086	9822001	1	剑纹·无量·极	332002109.sitem	1
146086	9822001	1	剑纹·虎咬·极	332002210.sitem	1
146086	9822001	1	剑纹·阳炎·极	332002405.sitem	1
146086	9822001	1	剑纹·破军·极	332003108.sitem	1
146086	9822265	1	剑纹·长生·极	332001809.sitem	1
146086	9822265	1	剑纹·金刚·极	332002008.sitem	1
146086	9822265	1	剑纹·无量·极	332002108.sitem	1
146086	9822265	1	剑纹·龙吟·极	332002310.sitem	1
146086	9822265	1	剑纹·破军·极	332003109.sitem	1
146086	9822265	1	剑纹·贪狼·极	332003208.sitem	1
146086	9822304	1	剑纹·长生·极	332001808.sitem	1
146086	9822304	1	剑纹·金刚·极	332002007.sitem	1
146086	9822304	1	剑纹·无量·极	332002108.sitem	1
146086	9822304	1	剑纹·虎咬·极	332002210.sitem	1
146086	9822304	1	剑纹·斗转·极	332002605.sitem	1
146086	9822679	1	剑纹·长生·高	332000808.sitem	1
146086	9822679	1	剑纹·金刚·高	332001008.sitem	1
146086	9822679	1	剑纹·无量·高	332001108.sitem	1
146086	9822679	1	剑纹·虎咬·极	332002207.sitem	1
146086	9822849	1	剑纹·长生·极	332001808.sitem	1
146086	9822849	1	剑纹·金刚·极	332002008.sitem	1
146086	9822849	1	剑纹·无量·极	332002108.sitem	1
146086	9822849	1	剑纹·龙吟·极	332002310.sitem	1
146086	9822849	1	剑纹·破军·极	332003107.sitem	1
146086	9822849	1	剑纹·七杀·极	332003305.sitem	1
146086	9823229	1	剑纹·长生·极	332001807.sitem	1
146086	9823229	1	剑纹·金刚·极	332002007.sitem	1
146086	9823229	1	剑纹·无量·极	332002107.sitem	1
146086	9823229	1	剑纹·龙吟·极	332002307.sitem	1
146086	9823413	1	剑纹·无量·高	332001109.sitem	1
146086	9823413	1	剑纹·长生·极	332001809.sitem	1
146086	9823413	1	剑纹·金刚·极	332002008.sitem	1
146086	9823413	1	剑纹·龙吟·极	332002312.sitem	1
146086	9823413	1	剑纹·星移·极	332002705.sitem	1
146086	9823413	1	剑纹·破军·极	332003107.sitem	1
146086	9823648	1	剑纹·金刚·中	332000604.sitem	1
146086	9823648	1	剑纹·斗转·高	332001602.sitem	1
146086	9823648	1	剑纹·龙吟·中	332002904.sitem	1
146086	9823772	1	剑纹·长生·高	332000810.sitem	1
146086	9823772	1	剑纹·无量·高	332001105.sitem	1
146086	9823772	1	剑纹·月华·高	332001501.sitem	1
146086	9823772	1	剑纹·龙吟·极	332002305.sitem	1
146086	9823786	1	剑纹·长生·中	332000406.sitem	1
146086	9823786	1	剑纹·虎咬·中	332002806.sitem	1
146086	9823816	1	剑纹·长生·极	332001806.sitem	1
146086	9823816	1	剑纹·无量·极	332002106.sitem	1
146086	9823816	1	剑纹·星移·极	332002706.sitem	1
146086	9823816	1	剑纹·贪狼·极	332003205.sitem	1
