gateway_id	role_id	item_type	value	sheet_id	quantity
1	117176	2	承影·阴(9级)	423500954.sitem	1
1	117176	2	承影·灭(10级)	423501051.sitem	1
1	117176	2	承影·阳(10级)	423501053.sitem	1
1	117176	2	承影·阴(10级)	423501054.sitem	1
1	138904	2	龙渊·阳(4级)	423400453.sitem	1
1	139700	2	绝云·阳(1级)	423200153.sitem	1
1	147871	2	承影·阴(9级)	423500954.sitem	1
1	147871	2	承影·灭(10级)	423501051.sitem	1
1	147871	2	承影·阳(10级)	423501053.sitem	1
1	182653	2	龙渊·灭(10级)	423401051.sitem	1
1	182653	2	勾陈·阴(8级)	423600854.sitem	1
1	182653	2	勾陈·阳(10级)	423601053.sitem	1
1	188201	2	承影·阴(8级)	423500854.sitem	1
1	188201	2	承影·灭(10级)	423501051.sitem	1
1	188201	2	承影·阳(10级)	423501053.sitem	1
1	199750	2	绝云·阴(8级)	423200854.sitem	1
1	199750	2	绝云·灭(10级)	423201051.sitem	1
1	199750	2	绝云·阳(10级)	423201053.sitem	1
1	208877	2	承影·阳(1级)	423500153.sitem	1
1	214443	2	绝云·阳(4级)	423200453.sitem	1
1	217183	2	彗蚀·阳(6级)	423300653.sitem	1
1	225222	2	龙渊·阳(5级)	423400553.sitem	1
1	225621	2	绝云·阴(5级)	423200554.sitem	1
1	225621	2	绝云·灭(10级)	423201051.sitem	1
1	225621	2	绝云·阳(10级)	423201053.sitem	1
1	248889	2	彗蚀·阳(1级)	423300153.sitem	1
1	253987	2	承影·灭(6级)	423500651.sitem	1
1	253987	2	承影·灭(10级)	423501051.sitem	1
1	253987	2	承影·阳(10级)	423501053.sitem	1
1	253987	2	承影·阴(10级)	423501054.sitem	1
1	253987	2	承影·阴(10级)	423501054.sitem	1
1	263545	2	绝云·阴(7级)	423200754.sitem	1
1	263545	2	绝云·灭(10级)	423201051.sitem	1
1	263545	2	绝云·阳(10级)	423201053.sitem	1
1	263585	2	绝云·阳(7级)	423200753.sitem	1
1	281008	2	承影·灭(9级)	423500951.sitem	1
1	281008	2	承影·阳(10级)	423501053.sitem	1
1	285825	2	绝云·阳(9级)	423200953.sitem	1
1	286251	2	绝云·灭(9级)	423200951.sitem	1
1	286251	2	彗蚀·阳(10级)	423301053.sitem	1
1	286272	2	承影·灭(9级)	423500951.sitem	1
1	286272	2	承影·阳(10级)	423501053.sitem	1
1	288127	2	彗蚀·阴(9级)	423300954.sitem	1
1	288127	2	彗蚀·灭(10级)	423301051.sitem	1
1	288127	2	彗蚀·阳(10级)	423301053.sitem	1
1	289323	2	承影·阴(6级)	423500654.sitem	1
1	289323	2	承影·灭(10级)	423501051.sitem	1
1	289323	2	承影·阳(10级)	423501053.sitem	1
1	289699	2	绝云·阴(5级)	423200554.sitem	1
1	289699	2	绝云·灭(10级)	423201051.sitem	1
1	289699	2	绝云·阳(10级)	423201053.sitem	1
1	289699	2	绝云·阴(10级)	423201054.sitem	1
1	318109	2	绝云·灭(8级)	423200851.sitem	1
1	318109	2	绝云·阳(10级)	423201053.sitem	1
1	320382	2	绝云·阴(9级)	423200954.sitem	1
1	320382	2	绝云·灭(10级)	423201051.sitem	1
1	320382	2	绝云·阳(10级)	423201053.sitem	1
1	320450	2	承影·灭(9级)	423500951.sitem	1
1	320450	2	承影·阳(10级)	423501053.sitem	1
1	323298	2	龙渊·灭(8级)	423400851.sitem	1
1	323298	2	承影·阳(11级)	423501153.sitem	1
1	325757	2	绝云·阴(9级)	423200954.sitem	1
1	325757	2	绝云·灭(10级)	423201051.sitem	1
1	325757	2	绝云·阳(10级)	423201053.sitem	1
1	331269	2	绝云·灭(10级)	423201051.sitem	1
1	331269	2	绝云·阳(10级)	423201053.sitem	1
1	331269	2	绝云·阴(10级)	423201054.sitem	1
1	331269	2	勾陈·阴(5级)	423600554.sitem	1
1	331446	2	绝云·灭(10级)	423201051.sitem	1
1	331446	2	绝云·阳(10级)	423201053.sitem	1
1	331446	2	绝云·阴(10级)	423201054.sitem	1
1	331446	2	勾陈·阴(2级)	423600254.sitem	1
1	331599	2	绝云·阴(9级)	423200954.sitem	1
1	331599	2	绝云·灭(10级)	423201051.sitem	1
1	331599	2	绝云·阳(10级)	423201053.sitem	1
1	335965	2	绝云·阳(4级)	423200453.sitem	1
1	340346	2	彗蚀·阴(3级)	423300354.sitem	1
1	340346	2	彗蚀·灭(10级)	423301051.sitem	1
1	340346	2	彗蚀·阳(10级)	423301053.sitem	1
1	360560	2	承影·阴(6级)	423500654.sitem	1
1	360560	2	承影·灭(10级)	423501051.sitem	1
1	360560	2	承影·阳(10级)	423501053.sitem	1
1	363274	2	龙渊·阳(10级)	423401053.sitem	1
1	363274	2	勾陈·灭(9级)	423600951.sitem	1
1	366614	2	彗蚀·阳(2级)	423300253.sitem	1
1	373552	2	绝云·灭(7级)	423200751.sitem	1
1	373552	2	绝云·阳(10级)	423201053.sitem	1
1	387897	2	绝云·灭(10级)	423201051.sitem	1
1	387897	2	绝云·阴(10级)	423201054.sitem	1
1	387897	2	绝云·阳(11级)	423201153.sitem	1
1	387897	2	勾陈·阴(7级)	423600754.sitem	1
1	391746	2	龙渊·阳(1级)	423400153.sitem	1
1	402234	2	绝云·灭(10级)	423201051.sitem	1
1	402234	2	绝云·阳(10级)	423201053.sitem	1
1	402234	2	勾陈·阴(4级)	423600454.sitem	1
1	411734	2	绝云·阴(5级)	423200554.sitem	1
1	411734	2	承影·灭(10级)	423501051.sitem	1
1	411734	2	承影·阳(10级)	423501053.sitem	1
1	411734	2	承影·阴(10级)	423501054.sitem	1
1	411740	2	绝云·阴(6级)	423200654.sitem	1
1	411740	2	承影·灭(10级)	423501051.sitem	1
1	411740	2	承影·阳(10级)	423501053.sitem	1
1	411740	2	承影·阴(10级)	423501054.sitem	1
1	415697	2	绝云·阴(9级)	423200954.sitem	1
1	415697	2	绝云·灭(10级)	423201051.sitem	1
1	415697	2	绝云·阳(10级)	423201053.sitem	1
1	427966	2	龙渊·阳(10级)	423401053.sitem	1
1	427966	2	勾陈·灭(8级)	423600851.sitem	1
1	439135	2	绝云·灭(7级)	423200751.sitem	1
1	439135	2	绝云·阳(10级)	423201053.sitem	1
1	445650	2	勾陈·阳(1级)	423600153.sitem	1
1	469903	2	彗蚀·阳(1级)	423300153.sitem	1
1	474543	2	承影·灭(8级)	423500851.sitem	1
1	474543	2	承影·阳(11级)	423501153.sitem	1
1	504497	2	绝云·灭(6级)	423200651.sitem	1
1	504497	2	绝云·阳(10级)	423201053.sitem	1
1	520478	2	绝云·灭(10级)	423201051.sitem	1
1	520478	2	绝云·阳(10级)	423201053.sitem	1
1	520478	2	绝云·阴(10级)	423201054.sitem	1
1	520478	2	勾陈·阴(5级)	423600554.sitem	1
1	521510	2	绝云·灭(9级)	423200951.sitem	1
1	521510	2	勾陈·阳(10级)	423601053.sitem	1
1	525628	2	绝云·灭(8级)	423200851.sitem	1
1	525628	2	绝云·阳(10级)	423201053.sitem	1
1	545800	2	承影·阴(6级)	423500654.sitem	1
1	545800	2	承影·灭(10级)	423501051.sitem	1
1	545800	2	承影·阳(10级)	423501053.sitem	1
1	549060	2	绝云·阳(9级)	423200953.sitem	1
1	554126	2	承影·阴(8级)	423500854.sitem	1
1	554126	2	承影·灭(10级)	423501051.sitem	1
1	554126	2	承影·阳(10级)	423501053.sitem	1
1	556693	2	绝云·阴(6级)	423200654.sitem	1
1	556693	2	绝云·灭(10级)	423201051.sitem	1
1	556693	2	绝云·阳(10级)	423201053.sitem	1
1	566483	2	承影·阴(5级)	423500554.sitem	1
1	566483	2	承影·灭(10级)	423501051.sitem	1
1	566483	2	承影·阳(10级)	423501053.sitem	1
1	569193	2	承影·阳(6级)	423500653.sitem	1
1	581333	2	彗蚀·阳(9级)	423300953.sitem	1
1	582536	2	彗蚀·阳(2级)	423300253.sitem	1
1	584961	2	承影·灭(9级)	423500951.sitem	1
1	584961	2	承影·阳(10级)	423501053.sitem	1
1	609399	2	绝云·灭(6级)	423200651.sitem	1
1	609399	2	绝云·阳(10级)	423201053.sitem	1
1	611096	2	彗蚀·阳(9级)	423300953.sitem	1
1	659225	2	勾陈·阴(4级)	423600454.sitem	1
1	659225	2	勾陈·灭(10级)	423601051.sitem	1
1	659225	2	勾陈·阳(10级)	423601053.sitem	1
1	662725	2	龙渊·阳(10级)	423401053.sitem	1
1	662725	2	勾陈·灭(9级)	423600951.sitem	1
1	673308	2	绝云·灭(9级)	423200951.sitem	1
1	673308	2	彗蚀·阳(10级)	423301053.sitem	1
1	700911	2	绝云·阴(6级)	423200654.sitem	1
1	700911	2	绝云·灭(10级)	423201051.sitem	1
1	700911	2	绝云·阳(11级)	423201153.sitem	1
1	705728	2	勾陈·阳(1级)	423600153.sitem	1
1	754086	2	承影·阳(8级)	423500853.sitem	1
1	758379	2	承影·阴(9级)	423500954.sitem	1
1	758379	2	承影·灭(10级)	423501051.sitem	1
1	758379	2	承影·阳(10级)	423501053.sitem	1
1	775724	2	承影·灭(6级)	423500651.sitem	1
1	775724	2	勾陈·阳(10级)	423601053.sitem	1
1	832873	2	绝云·灭(8级)	423200851.sitem	1
1	832873	2	绝云·阳(10级)	423201053.sitem	1
1	835491	2	绝云·阴(9级)	423200954.sitem	1
