gateway_id	mount_level	player_count
146086	1	66
146086	6	1
146086	11	1
146086	14	1
146086	16	1
146086	22	1
146086	24	2
146086	25	1
146086	29	1
146086	37	1
146086	40	4
146086	45	1
146086	47	1
146086	49	1
146086	63	1
146086	65	2
146086	70	3
146086	74	1
146086	80	1
146086	83	1
146086	89	1
146086	91	1
146086	94	1
146086	95	1
146086	97	1
146086	100	8
146086	109	1
146086	110	1
146086	113	1
146086	114	2
146086	115	1
146086	117	1
146086	118	1
146086	119	1
146086	120	24
146090	1	62
146090	3	1
146090	10	1
146090	12	1
146090	18	1
146090	19	1
146090	31	1
146090	34	1
146090	40	2
146090	50	1
146090	55	2
146090	58	1
146090	62	1
146090	67	1
146090	68	1
146090	70	1
146090	92	2
146090	100	2
146090	104	1
146090	105	1
146090	106	1
146090	116	1
146090	117	2
146090	118	2
146090	119	3
146090	120	7
146098	1	37
146098	6	1
146098	7	2
146098	8	1
146098	9	1
146098	10	1
146098	14	1
146098	17	1
146098	18	1
146098	19	1
146098	35	1
146098	40	2
146098	49	1
146098	56	1
146098	70	5
146098	75	1
146098	88	2
146098	89	1
146098	90	1
146098	92	1
146098	95	1
146098	99	1
146098	100	11
146098	110	1
146102	1	38
146102	2	1
146102	3	1
146102	5	1
146102	6	2
146102	7	1
146102	8	1
146102	9	4
146102	10	1
146102	11	1
146102	12	2
146102	14	1
146102	15	3
146102	16	2
146102	18	3
146102	20	1
146102	21	1
146102	31	1
146102	37	1
146102	40	2
146102	42	2
146102	43	1
146102	50	2
146102	60	1
146102	64	1
146102	70	6
146102	75	1
146102	78	1
146102	79	1
146102	80	1
146102	81	1
146102	82	2
146102	84	3
146102	85	2
146102	86	1
146102	88	3
146102	89	2
146102	90	1
146102	91	1
146102	92	4
146102	94	1
146102	95	2
146102	96	2
146102	97	3
146102	98	1
146102	100	5
146107	1	63
146107	2	1
146107	6	4
146107	8	1
146107	9	1
146107	10	1
146107	15	1
146107	17	1
146107	19	1
146107	20	2
146107	21	1
146107	25	1
146107	27	1
146107	29	1
146107	30	1
146107	36	1
146107	39	2
146107	40	3
146107	45	2
146107	46	1
146107	48	1
146107	49	1
146107	53	2
146107	54	1
146107	55	1
146107	56	1
146107	57	1
146107	58	1
146107	59	1
146107	62	1
146107	64	1
146107	66	2
146107	67	1
146107	68	1
146107	70	11
146107	77	1
146107	80	1
146107	88	1
146111	1	97
146111	2	7
146111	3	1
146111	4	1
146111	6	1
146111	7	2
146111	8	6
146111	9	1
146111	10	2
146111	11	2
146111	14	1
146111	15	3
146111	17	1
146111	18	2
146111	20	3
146111	21	2
146111	23	1
146111	24	1
146111	25	2
146111	28	1
146111	30	2
146111	31	1
146111	32	3
146111	33	2
146111	34	2
146111	35	2
146111	36	1
146111	37	1
146111	38	1
146111	39	1
146111	40	2
146111	41	1
146111	42	1
146111	44	2
146111	45	3
146111	46	3
146111	48	1
146111	50	1
146111	51	1
146111	52	1
146111	53	1
146111	54	2
146111	55	2
146111	60	2
153087	1	15
153087	4	1
153087	14	2
153087	24	1
153087	25	1
153087	29	1
153087	35	1
153087	40	2
153087	42	1
153087	51	2
153087	52	1
153087	55	1
153087	63	1
153087	65	1
153087	66	1
153087	69	1
153087	70	2
153087	73	1
153087	74	1
153087	75	1
153087	77	2
153087	81	1
153087	83	1
153087	86	1
153087	87	1
153087	89	1
153087	90	1
153087	94	2
153087	96	1
153087	97	1
153087	100	12
153087	106	1
153087	108	2
153087	110	1
153087	111	1
153087	112	4
153087	114	1
153087	115	2
153087	116	2
153087	117	1
153087	118	2
153087	119	3
153087	120	28
153091	1	8
153091	3	1
153091	7	1
153091	23	1
153091	24	1
153091	32	1
153091	39	1
153091	60	1
153091	63	1
153091	67	1
153091	70	2
153091	71	1
153091	80	1
153091	83	1
153091	85	2
153091	91	1
153091	94	1
153091	96	1
153091	98	1
153091	100	8
153091	106	1
153091	112	2
153091	114	1
153091	115	1
153091	120	4
153099	1	22
153099	4	1
153099	15	1
153099	16	2
153099	28	1
153099	38	1
153099	40	1
153099	60	1
153099	68	1
153099	70	1
153099	80	1
153099	94	1
153099	100	6
153103	1	5
153103	8	1
153103	10	1
153103	15	1
153103	19	1
153103	22	1
153103	23	1
153103	24	1
153103	26	2
153103	40	1
153103	51	1
153103	55	1
153103	58	1
153103	64	1
153103	67	1
153103	70	1
153103	77	1
153103	79	1
153103	82	1
153103	83	1
153103	86	2
153103	87	1
153103	88	1
153103	90	1
153103	93	1
153103	95	1
153103	97	1
153103	99	1
153108	1	7
153108	2	1
153108	5	1
153108	10	1
153108	11	1
153108	14	1
153108	22	1
153108	24	2
153108	38	1
153108	45	1
153108	52	1
153108	53	1
153108	57	1
153108	60	1
153108	65	1
153108	67	1
153108	69	1
153108	70	2
153112	1	33
153112	2	2
153112	4	1
153112	6	1
153112	7	2
153112	13	1
153112	14	1
153112	16	1
153112	19	1
153112	20	2
153112	25	1
153112	27	1
153112	30	1
153112	31	1
153112	38	3
153112	42	2
153112	44	1
153112	47	1
153112	51	1
