gateway_id	mount_level	player_count
146086	1	57
146086	2	1
146086	6	2
146086	7	2
146086	9	2
146086	12	1
146086	15	1
146086	17	1
146086	19	1
146086	20	1
146086	21	1
146086	24	1
146086	26	1
146086	30	1
146086	32	1
146086	33	1
146086	38	1
146086	40	8
146086	42	1
146086	52	1
146086	54	1
146086	59	2
146086	62	2
146086	64	2
146086	67	1
146086	70	2
146086	76	1
146086	79	1
146086	83	1
146086	85	2
146086	86	1
146086	87	1
146086	88	1
146086	90	1
146086	91	2
146086	92	3
146086	95	7
146086	99	4
146086	100	16
146086	106	1
146086	108	1
146086	112	1
146090	1	86
146090	3	3
146090	7	1
146090	10	2
146090	12	1
146090	16	1
146090	18	1
146090	31	1
146090	38	1
146090	40	3
146090	50	2
146090	55	1
146090	60	1
146090	61	1
146090	63	1
146090	67	1
146090	70	4
146090	77	1
146090	79	1
146090	81	1
146090	83	1
146090	88	1
146090	90	1
146090	93	1
146090	96	1
146090	97	1
146090	98	1
146090	99	3
146090	100	10
146090	105	1
146090	107	1
146090	108	1
146090	112	1
153087	1	7
153087	2	1
153087	14	2
153087	15	1
153087	17	1
153087	19	3
153087	21	1
153087	26	1
153087	33	1
153087	36	1
153087	37	1
153087	40	2
153087	43	1
153087	48	1
153087	49	1
153087	51	1
153087	53	1
153087	56	1
153087	57	2
153087	59	1
153087	60	1
153087	61	3
153087	63	1
153087	65	1
153087	66	1
153087	67	2
153087	70	8
153087	73	1
153087	76	1
153087	77	1
153087	79	2
153087	80	1
153087	81	1
153087	82	1
153087	83	2
153087	85	1
153087	86	2
153087	87	2
153087	88	1
153087	91	1
153087	92	3
153087	93	1
153087	95	2
153087	96	2
153087	97	2
153087	98	1
153087	99	1
153087	100	16
153087	105	1
153087	106	1
153087	108	2
153087	109	2
153087	111	1
153091	1	29
153091	2	1
153091	4	1
153091	6	1
153091	7	1
153091	8	1
153091	9	1
153091	12	1
153091	17	1
153091	19	1
153091	20	1
153091	22	1
153091	23	1
153091	24	1
153091	26	1
153091	27	1
153091	28	1
153091	32	1
153091	34	1
153091	35	1
153091	40	4
153091	45	1
153091	51	2
153091	53	1
153091	54	1
153091	56	1
153091	58	2
153091	59	2
153091	60	4
153091	61	3
153091	64	2
153091	66	1
153091	67	1
153091	69	1
153091	70	7
153091	73	1
153091	77	1
153091	78	2
153091	79	1
153091	80	1
153091	82	1
153091	83	1
153091	84	2
153091	85	3
153091	86	3
153091	87	2
153091	88	5
153091	89	5
153091	90	2
153091	91	3
153091	92	2
153091	94	1
153091	95	2
153091	99	2
153091	100	13
