gateway_id	role_id	item_type	value	sheet_id	quantity
146086	9821784	1	剑纹·长生·极	332001809.sitem	1
146086	9821784	1	剑纹·金刚·极	332002007.sitem	1
146086	9821784	1	剑纹·无量·极	332002108.sitem	1
146086	9821784	1	剑纹·虎咬·极	332002213.sitem	1
146086	9821784	1	剑纹·破军·极	332003105.sitem	1
146086	9821784	1	剑纹·贪狼·极	332003204.sitem	1
146086	9821784	1	剑纹·七杀·极	332003305.sitem	1
146086	9821798	1	剑纹·长生·极	332001809.sitem	1
146086	9821798	1	剑纹·金刚·极	332002008.sitem	1
146086	9821798	1	剑纹·无量·极	332002108.sitem	1
146086	9821798	1	剑纹·虎咬·极	332002212.sitem	1
146086	9821798	1	剑纹·破军·极	332003108.sitem	1
146086	9821798	1	剑纹·贪狼·极	332003209.sitem	1
146086	9821798	1	剑纹·七杀·极	332003309.sitem	1
146086	9821801	1	剑纹·长生·极	332001810.sitem	1
146086	9821801	1	剑纹·金刚·极	332002009.sitem	1
146086	9821801	1	剑纹·无量·极	332002111.sitem	1
146086	9821801	1	剑纹·虎咬·极	332002210.sitem	1
146086	9821801	1	剑纹·破军·极	332003107.sitem	1
146086	9821801	1	剑纹·贪狼·极	332003209.sitem	1
146086	9821801	1	剑纹·七杀·极	332003304.sitem	1
146086	9821822	1	剑纹·长生·极	332001808.sitem	1
146086	9821822	1	剑纹·金刚·极	332002008.sitem	1
146086	9821822	1	剑纹·无量·极	332002108.sitem	1
146086	9821822	1	剑纹·龙吟·极	332002312.sitem	1
146086	9821822	1	剑纹·月华·极	332002509.sitem	1
146086	9821822	1	剑纹·破军·极	332003109.sitem	1
146086	9821822	1	剑纹·贪狼·极	332003207.sitem	1
146086	9821853	1	剑纹·长生·极	332001808.sitem	1
146086	9821853	1	剑纹·金刚·极	332002008.sitem	1
146086	9821853	1	剑纹·龙吟·极	332002308.sitem	1
146086	9821853	1	剑纹·破军·极	332003108.sitem	1
146086	9821853	1	剑纹·贪狼·极	332003208.sitem	1
146086	9821853	1	剑纹·七杀·极	332003308.sitem	1
146086	9821924	1	剑纹·长生·中	332000406.sitem	1
146086	9821924	1	剑纹·龙吟·中	332002901.sitem	1
146086	9821958	1	剑纹·长生·高	332000806.sitem	1
146086	9821958	1	剑纹·虎咬·高	332001207.sitem	1
146086	9821963	1	剑纹·长生·极	332001806.sitem	1
146086	9821963	1	剑纹·金刚·极	332002007.sitem	1
146086	9821963	1	剑纹·龙吟·极	332002310.sitem	1
146086	9821963	1	剑纹·破军·极	332003105.sitem	1
146086	9821971	1	剑纹·长生·极	332001810.sitem	1
146086	9821971	1	剑纹·金刚·极	332002008.sitem	1
146086	9821971	1	剑纹·无量·极	332002108.sitem	1
146086	9821971	1	剑纹·龙吟·极	332002311.sitem	1
146086	9821971	1	剑纹·月华·极	332002508.sitem	1
146086	9821971	1	剑纹·破军·极	332003108.sitem	1
146086	9821971	1	剑纹·七杀·极	332003308.sitem	1
146086	9821979	1	剑纹·长生·极	332001810.sitem	1
146086	9821979	1	剑纹·金刚·极	332002008.sitem	1
146086	9821979	1	剑纹·虎咬·极	332002210.sitem	1
146086	9821979	1	剑纹·破军·极	332003108.sitem	1
146086	9821979	1	剑纹·贪狼·极	332003208.sitem	1
