gateway_id	role_id	item_type	value	sheet_id	quantity
146086	9821778	1	剑纹·金刚·中	332000605.sitem	1
146086	9821778	1	剑纹·无量·高	332001103.sitem	1
146086	9821778	1	剑纹·虎咬·高	332001205.sitem	1
146086	9821778	1	剑纹·长生·极	332001804.sitem	1
146086	9821779	1	剑纹·金刚·中	332000604.sitem	1
146086	9821779	1	剑纹·无量·中	332000704.sitem	1
146086	9821781	1	剑纹·虎咬·高	332001206.sitem	1
146086	9821781	1	剑纹·无量·极	332002102.sitem	1
146086	9821784	1	剑纹·无量·高	332001105.sitem	1
146086	9821784	1	剑纹·长生·极	332001808.sitem	1
146086	9821784	1	剑纹·虎咬·极	332002209.sitem	1
146086	9821787	1	剑纹·长生·高	332000808.sitem	1
146086	9821787	1	剑纹·斗转·高	332001605.sitem	1
146086	9821787	1	剑纹·金刚·极	332002004.sitem	1
146086	9821794	1	剑纹·龙吟·高	332001303.sitem	1
146086	9821794	1	剑纹·长生·极	332001804.sitem	1
146086	9821798	1	剑纹·长生·极	332001808.sitem	1
146086	9821798	1	剑纹·无量·极	332002107.sitem	1
146086	9821798	1	剑纹·虎咬·极	332002208.sitem	1
146086	9821798	1	剑纹·阳炎·极	332002406.sitem	1
146086	9821801	1	剑纹·长生·高	332000801.sitem	1
146086	9821801	1	剑纹·金刚·高	332001001.sitem	1
146086	9821801	1	剑纹·虎咬·中	332002801.sitem	1
146086	9821807	1	剑纹·无量·中	332000704.sitem	1
146086	9821807	1	剑纹·虎咬·高	332001204.sitem	1
146086	9821807	1	剑纹·长生·极	332001803.sitem	1
146086	9821822	1	剑纹·灵海·高	332000905.sitem	1
146086	9821822	1	剑纹·龙吟·高	332001306.sitem	1
146086	9821822	1	剑纹·金刚·极	332002005.sitem	1
146086	9821822	1	剑纹·无量·极	332002105.sitem	1
146086	9821823	1	剑纹·金刚·高	332001005.sitem	1
146086	9821823	1	剑纹·虎咬·高	332001205.sitem	1
146086	9821830	1	剑纹·长生·高	332000802.sitem	1
146086	9821830	1	剑纹·龙吟·高	332001305.sitem	1
146086	9821840	1	剑纹·金刚·中	332000603.sitem	1
146086	9821840	1	剑纹·虎咬·中	332002803.sitem	1
146086	9821853	1	剑纹·长生·高	332000803.sitem	1
146086	9821853	1	剑纹·金刚·高	332001004.sitem	1
146086	9821853	1	剑纹·无量·高	332001104.sitem	1
146086	9821872	1	剑纹·长生·高	332000803.sitem	1
146086	9821872	1	剑纹·虎咬·高	332001204.sitem	1
146086	9821872	1	剑纹·金刚·极	332002003.sitem	1
146086	9821873	1	剑纹·金刚·中	332000605.sitem	1
146086	9821873	1	剑纹·虎咬·中	332002806.sitem	1
146086	9821876	1	剑纹·金刚·高	332001004.sitem	1
146086	9821876	1	剑纹·无量·极	332002101.sitem	1
146086	9821886	1	剑纹·虎咬·高	332001202.sitem	1
146086	9821886	1	剑纹·阳炎·高	332001401.sitem	1
146086	9821924	1	剑纹·长生·中	332000405.sitem	1
146086	9821924	1	剑纹·龙吟·中	332002901.sitem	1
146086	9821939	1	剑纹·金刚·高	332001001.sitem	1
146086	9821939	1	剑纹·龙吟·中	332002902.sitem	1
146086	9821958	1	剑纹·长生·中	332000406.sitem	1
146086	9821958	1	剑纹·金刚·中	332000606.sitem	1
146086	9821963	1	剑纹·长生·中	332000401.sitem	1
146086	9821963	1	剑纹·龙吟·中	332002902.sitem	1
146086	9821964	1	剑纹·金刚·中	332000605.sitem	1
146086	9821964	1	剑纹·长生·高	332000804.sitem	1
146086	9821964	1	剑纹·无量·高	332001104.sitem	1
146086	9821971	1	剑纹·长生·高	332000805.sitem	1
146086	9821971	1	剑纹·灵海·高	332000905.sitem	1
146086	9821971	1	剑纹·无量·高	332001105.sitem	1
146086	9821971	1	剑纹·龙吟·高	332001307.sitem	1
146086	9821979	1	剑纹·无量·中	332000704.sitem	1
146086	9821979	1	剑纹·长生·高	332000803.sitem	1
146086	9821979	1	剑纹·金刚·高	332001004.sitem	1
146086	9821979	1	剑纹·虎咬·高	332001207.sitem	1
146086	9822001	1	剑纹·长生·极	332001805.sitem	1
146086	9822001	1	剑纹·金刚·极	332002004.sitem	1
146086	9822001	1	剑纹·无量·极	332002104.sitem	1
146086	9822001	1	剑纹·虎咬·极	332002208.sitem	1
146086	9822004	1	剑纹·长生·高	332000804.sitem	1
146086	9822004	1	剑纹·金刚·高	332001005.sitem	1
146086	9822004	1	剑纹·无量·高	332001103.sitem	1
146086	9822004	1	剑纹·龙吟·高	332001307.sitem	1
146086	9822047	1	剑纹·长生·中	332000401.sitem	1
146086	9822047	1	剑纹·虎咬·中	332002802.sitem	1
146086	9822140	1	剑纹·灵海·高	332000902.sitem	1
146086	9822140	1	剑纹·虎咬·中	332002803.sitem	1
146086	9822145	1	剑纹·金刚·中	332000602.sitem	1
146086	9822145	1	剑纹·斗转·高	332001601.sitem	1
146086	9822263	1	剑纹·长生·高	332000801.sitem	1
146086	9822263	1	剑纹·龙吟·极	332002303.sitem	1
146086	9822265	1	剑纹·长生·高	332000801.sitem	1
146086	9822265	1	剑纹·斗转·高	332001601.sitem	1
146086	9822265	1	剑纹·虎咬·中	332002803.sitem	1
146086	9822297	1	剑纹·阳炎·高	332001401.sitem	1
146086	9822297	1	剑纹·虎咬·中	332002803.sitem	1
146086	9822304	1	剑纹·金刚·高	332001004.sitem	1
146086	9822304	1	剑纹·无量·高	332001103.sitem	1
146086	9822304	1	剑纹·虎咬·高	332001206.sitem	1
146086	9822435	1	剑纹·长生·高	332000805.sitem	1
146086	9822435	1	剑纹·龙吟·高	332001304.sitem	1
146086	9822435	1	剑纹·月华·高	332001501.sitem	1
146086	9822459	1	剑纹·灵海·高	332000904.sitem	1
146086	9822459	1	剑纹·龙吟·高	332001304.sitem	1
146086	9822459	1	剑纹·星移·高	332001702.sitem	1
146086	9822483	1	剑纹·金刚·中	332000601.sitem	1
146086	9822483	1	剑纹·虎咬·中	332002802.sitem	1
146086	9822503	1	剑纹·长生·中	332000402.sitem	1
146086	9822503	1	剑纹·虎咬·高	332001202.sitem	1
146086	9822557	1	剑纹·长生·中	332000402.sitem	1
146086	9822557	1	剑纹·龙吟·中	332002903.sitem	1
146086	9822679	1	剑纹·金刚·中	332000602.sitem	1
146086	9822679	1	剑纹·无量·中	332000702.sitem	1
146086	9822679	1	剑纹·长生·高	332000806.sitem	1
146086	9822837	1	剑纹·长生·中	332000403.sitem	1
146086	9822837	1	剑纹·龙吟·中	332002903.sitem	1
146086	9822849	1	剑纹·长生·中	332000405.sitem	1
146086	9822849	1	剑纹·金刚·高	332001004.sitem	1
