gateway_id	mount_level	player_count
146086	1	297
146086	2	9
146086	3	5
146086	4	1
146086	6	4
146086	7	5
146086	8	4
146086	9	2
146086	10	4
146086	11	6
146086	12	2
146086	13	8
146086	14	5
146086	15	4
146086	16	2
146086	17	5
146086	18	3
146086	19	1
146086	20	5
146086	21	10
146086	22	2
146086	23	2
146086	24	4
146086	25	4
146086	26	6
146086	27	2
146086	28	3
146086	29	3
146086	30	2
146086	31	4
146086	32	3
146086	33	2
146086	34	4
146086	35	3
146086	36	6
146086	37	1
146086	38	1
146086	39	3
146086	40	9
146086	41	3
146086	42	2
146086	43	2
146086	44	2
146086	45	2
146086	46	2
146086	47	3
146086	48	1
146086	49	2
146086	50	4
146086	51	1
146086	52	4
146086	53	4
146086	54	2
146086	55	1
146086	57	2
146086	60	1
146090	1	476
146090	2	22
146090	3	2
146090	5	4
146090	6	4
146090	7	6
146090	8	8
146090	10	6
146090	11	2
146090	12	8
146090	13	3
146090	15	5
146090	16	4
146090	17	8
146090	18	3
146090	19	2
146090	20	4
146090	21	4
146090	22	3
146090	23	3
146090	24	1
146090	25	2
146090	26	5
146090	28	5
146090	29	1
146090	30	4
146090	31	3
146090	32	3
146090	33	2
146090	34	2
146090	35	1
146090	36	3
146090	37	4
146090	38	3
146090	39	4
146090	40	7
146090	41	1
146090	42	3
146090	43	2
146090	44	1
146090	45	3
146090	46	3
146090	47	1
146090	48	3
146090	49	1
146090	50	3
146090	51	2
146090	52	2
146090	53	1
146090	54	1
146090	56	1
146090	62	1
146098	1	295
146098	2	7
146098	3	5
146098	4	2
146098	5	1
146098	6	2
146098	7	3
146098	8	3
146098	9	3
146098	10	3
146098	11	2
146098	12	2
146098	13	3
146098	14	3
146098	15	1
146098	16	1
146098	17	3
146098	18	1
146098	19	3
146098	20	1
146098	21	2
146098	22	2
146098	24	3
146098	25	4
146098	26	2
146098	27	3
146098	28	2
146098	30	1
146098	31	1
146098	32	2
146098	33	1
146098	34	8
146098	36	1
146098	37	1
146098	38	3
146098	39	3
146098	40	4
146098	41	2
146098	42	3
146098	43	5
146098	44	1
146098	45	5
146098	46	4
146098	47	1
146098	48	2
146098	50	1
146098	51	1
146098	52	2
146098	54	2
146098	55	2
146102	1	178
146102	2	7
146102	3	2
146102	4	3
146102	5	1
146102	6	1
146102	7	6
146102	8	1
146102	9	4
146102	10	1
146102	11	5
146102	12	1
146102	13	4
146102	14	1
146102	16	1
146102	18	1
146102	20	1
146102	21	1
146102	22	2
146102	23	1
146102	24	1
146102	27	2
146102	28	1
146102	29	1
146102	30	1
146102	31	1
146102	32	2
146102	33	1
146102	34	2
146102	35	2
146102	36	3
146102	37	1
146102	40	3
146102	42	3
146102	44	4
146102	45	3
146102	46	1
146102	47	1
146102	48	5
146102	49	1
