210001	59	Foxyツ	12377870	
210001	58	`Žёΰş™	11747395	
210001	69	Angels	8573709	
210001	57	Soul	6694130	
210001	61	JACOB	5755225	
210001	70	กบฎ	5334295	
210001	112	เทวะ	4223786	
210001	102	หงlधว่	3913250	
210001	62	จอมฟ้า	3852295	
210001	74	陈伟霆	3305499	
210001	63	Տოä₤₤	3271423	
210001	60	Zombie	3072736	
210001	83	♥LOVE♥	3072157	
210001	76	Quiet	2960201	
210001	72	InDy	2842171	
210001	123	ພもњनຮ	2730603	
210001	107	Ğpى	2702134	
210001	109	Hÿdrÿ	2667318	
210001	82	วังมาร	2632807	
210001	99	☆ⓒⓡⓞⓦツ	2491253	
210001	130	м∂ℓєиo	2417500	
210001	108	ไป๋หลง	2401877	
210001	84	sʋʍღƐя	2398382	
210001	71	อิสระ	2348736	
210001	191	Şღiℓe°	2344111	
210001	97	nssาช	2323042	
210001	79	uา€•ญ™	2112063	
210001	106	คนเก่ง	2072914	
210001	90	€vil	2027408	
210001	93	Devine	1937848	
210001	120	Leo	1931876	
210001	64	Sm●●th	1825838	
210001	149	Free	1260955	
210001	117	สามก๊ก	1207648	
210001	91	༄Ɓʋȵnʯ	1042200	
210001	1078	✥Šาع✥	1031727	
210001	81	devil☆	1006416	
210001	127	Kitty	466912	
210001	990	กิ้ซึน	451613	
210001	1049	~Sky~	398922	
210001	212	กิเลน	328269	
210001	747	ŁŰŇÄ™	254371	
210001	1086	รักทุก	228157	
210001	238	ดอกท้อ	214795	
210001	1083	สายฟ้า	206865	
210001	1001	เทอร์	202637	
210001	356	InD¥	194063	
210001	138	Dragon	177289	
210001	132	Exo-l	163082	
210001	1138	~♤~	154624	
210001	100	จอมมาร	154520	
210001	1162	แก้ว1	154011	
210001	769	ປล่ວع	143719	
210001	216	lวaๅ	143511	
210001	92	☆VIP☆	138837	
210001	487	ค่ะ	127915	
210001	833	Bovy™	119978	
210001	1016	Fuck	118471	
210001	972	uๅvมๅs	115274	
210001	617	aำwัJん	108320	
210001	369	●Gun●	107600	
210001	457	ต้นza	92110	
210001	1163	ไก่ไก่	91020	
