gateway_id	sheet_id	count	player_count
146086	圣灵珠·1级	2	1
146086	圣灵珠·1级	3	1
146086	圣灵珠·2级	1	5
146086	圣灵珠·2级	2	8
146086	圣灵珠·2级	3	11
146086	圣灵珠·2级	4	1
146086	圣灵珠·3级	1	8
146086	圣灵珠·3级	2	6
146086	圣灵珠·3级	3	2
146086	圣灵珠·3级	4	6
146086	圣灵珠·3级	5	4
146086	圣灵珠·4级	1	5
146086	圣灵珠·4级	2	2
146086	圣灵珠·4级	3	2
146086	圣灵珠·4级	4	4
146086	圣灵珠·4级	5	8
146086	圣灵珠·4级	6	2
146086	圣灵珠·4级	7	4
146086	圣灵珠·4级	8	9
146086	圣灵珠·4级	9	5
146086	圣灵珠·4级	10	2
146086	圣灵珠·5级	1	7
146086	圣灵珠·5级	2	9
146086	圣灵珠·5级	3	2
146086	圣灵珠·5级	4	3
146086	圣灵珠·5级	5	1
146086	圣灵珠·5级	6	2
146086	圣灵珠·5级	7	1
146086	圣灵珠·5级	8	1
146086	圣灵珠·5级	9	2
146086	圣灵珠·5级	10	1
146086	圣灵珠·6级	1	1
146086	圣灵珠·6级	2	3
146086	圣灵珠·6级	6	1
146086	火灵珠·1级	1	4
146086	火灵珠·1级	2	1
146086	火灵珠·2级	1	5
146086	火灵珠·2级	3	2
146086	火灵珠·2级	4	2
146086	火灵珠·3级	1	4
146086	火灵珠·3级	2	2
146086	火灵珠·3级	3	1
146086	火灵珠·3级	5	2
146086	火灵珠·3级	9	1
146086	火灵珠·4级	1	3
146086	火灵珠·4级	2	1
146086	火灵珠·4级	3	1
146086	火灵珠·4级	6	1
146086	火灵珠·4级	8	1
146086	火灵珠·5级	1	1
146086	火灵珠·5级	2	1
146086	火灵珠·5级	4	2
146086	火灵珠·5级	5	2
146086	火灵珠·5级	6	1
146086	火灵珠·5级	8	2
146086	火灵珠·5级	9	1
146086	火灵珠·5级	10	2
146086	火灵珠·6级	1	1
146086	火灵珠·6级	2	3
146086	火灵珠·6级	4	1
146086	紫玛瑙·1级	1	1
146086	紫玛瑙·2级	1	1
146086	紫玛瑙·2级	2	1
146086	紫玛瑙·3级	1	2
146086	紫玛瑙·3级	2	1
146086	紫玛瑙·3级	3	1
146086	紫玛瑙·4级	1	1
146086	绿玛瑙·3级	1	1
146086	绿玛瑙·5级	2	1
146086	物理命中眼石·1级	1	2
146086	物理命中眼石·3级	1	2
146086	物理命中眼石·4级	1	1
146086	物理命中眼石·5级	1	1
146086	物理命中眼石·5级	2	1
146086	物理命中眼石·5级	7	1
146086	物理防御水晶·1级	1	1
146086	物理防御水晶·2级	1	2
146086	物理防御水晶·3级	1	6
146086	物理防御水晶·3级	4	1
146086	物理防御水晶·4级	1	4
146086	物理防御水晶·4级	2	3
146086	物理防御水晶·4级	3	3
146086	物理防御水晶·4级	6	1
146086	物理防御水晶·4级	7	2
146086	物理防御水晶·4级	10	1
146086	物理防御水晶·5级	1	3
146086	物理防御水晶·5级	2	4
146086	物理防御水晶·5级	3	2
146086	物理防御水晶·5级	4	1
146086	物理防御水晶·5级	6	2
146086	物理防御水晶·5级	8	3
146086	物理防御水晶·5级	9	2
146086	物理防御水晶·5级	10	19
146086	物理防御水晶·6级	1	2
146086	物理防御水晶·6级	2	1
146086	物理防御水晶·6级	3	1
146086	物理防御水晶·6级	4	1
146086	物理防御水晶·6级	5	1
146086	物理防御水晶·6级	8	1
146086	物理防御水晶·6级	10	4
146086	物理防御水晶·7级	2	1
146086	物理闪避石·1级	1	1
146086	物理闪避石·2级	1	1
146086	物理闪避石·3级	2	1
146086	物理闪避石·4级	1	5
146086	物理闪避石·4级	2	1
146086	物理闪避石·5级	1	1
146086	物理闪避石·5级	4	1
146086	物理攻击水晶·1级	1	4
146086	物理攻击水晶·1级	3	1
146086	物理攻击水晶·2级	1	1
146086	物理攻击水晶·2级	2	3
146086	物理攻击水晶·2级	3	1
146086	物理攻击水晶·3级	1	26
146086	物理攻击水晶·3级	2	2
146086	物理攻击水晶·3级	3	1
146086	物理攻击水晶·3级	4	1
146086	物理攻击水晶·3级	7	1
146086	物理攻击水晶·4级	1	12
146086	物理攻击水晶·4级	2	2
146086	物理攻击水晶·4级	5	1
146086	物理攻击水晶·4级	6	2
146086	物理攻击水晶·4级	8	1
146086	物理攻击水晶·4级	10	1
146086	物理攻击水晶·5级	1	6
146086	物理攻击水晶·5级	2	4
146086	物理攻击水晶·5级	3	1
146086	物理攻击水晶·5级	4	1
146086	物理攻击水晶·5级	6	3
146086	物理攻击水晶·5级	8	1
146086	物理攻击水晶·5级	9	1
146086	物理攻击水晶·6级	1	1
146086	物理攻击水晶·6级	3	1
146086	物理攻击水晶·6级	4	3
146086	物理攻击水晶·6级	6	1
146086	物理攻击水晶·6级	10	9
146086	物理攻击水晶·7级	4	1
146086	物理攻击水晶·7级	7	1
146086	白玛瑙·2级	1	3
146086	白玛瑙·2级	2	1
146086	白玛瑙·3级	1	4
146086	白玛瑙·3级	2	2
146086	白玛瑙·3级	4	1
146086	白玛瑙·4级	1	1
146086	白玛瑙·4级	2	2
146086	白玛瑙·4级	4	2
146086	白玛瑙·4级	5	1
146086	白玛瑙·4级	6	1
146086	白玛瑙·5级	2	1
146086	白玛瑙·5级	7	1
146086	白玛瑙·6级	1	1
146086	血宝石·1级	1	6
146086	血宝石·1级	2	5
146086	血宝石·1级	3	5
146086	血宝石·1级	5	7
146086	血宝石·2级	1	9
146086	血宝石·2级	2	3
146086	血宝石·2级	3	2
146086	血宝石·3级	1	7
146086	血宝石·3级	2	12
146086	血宝石·3级	3	21
146086	血宝石·3级	4	3
146086	血宝石·3级	5	12
146086	血宝石·3级	6	3
146086	血宝石·3级	7	1
146086	血宝石·3级	8	2
146086	血宝石·4级	1	20
146086	血宝石·4级	2	12
146086	血宝石·4级	3	11
146086	血宝石·4级	4	7
146086	血宝石·4级	5	3
146086	血宝石·4级	6	2
146086	血宝石·4级	7	3
146086	血宝石·4级	8	3
146086	血宝石·4级	9	3
146086	血宝石·4级	10	3
146086	血宝石·5级	1	8
146086	血宝石·5级	2	19
146086	血宝石·5级	3	3
146086	血宝石·5级	4	1
146086	血宝石·5级	5	1
146086	血宝石·5级	6	3
146086	血宝石·5级	7	1
146086	血宝石·5级	8	4
146086	血宝石·5级	9	9
146086	血宝石·5级	10	13
146086	血宝石·6级	1	8
146086	血宝石·6级	2	3
146086	血宝石·6级	3	1
146086	血宝石·6级	4	1
146086	血宝石·6级	8	1
