gateway_id	sheet_id	count	player_count
146086	圣灵珠·1级	1	2
146086	圣灵珠·1级	2	1
146086	圣灵珠·2级	1	12
146086	圣灵珠·2级	2	1
146086	圣灵珠·2级	3	5
146086	圣灵珠·2级	4	1
146086	圣灵珠·2级	5	1
146086	圣灵珠·2级	6	2
146086	圣灵珠·2级	7	3
146086	圣灵珠·2级	8	1
146086	圣灵珠·2级	9	2
146086	圣灵珠·2级	10	3
146086	圣灵珠·3级	1	4
146086	圣灵珠·3级	2	3
146086	圣灵珠·3级	3	5
146086	圣灵珠·3级	4	1
146086	圣灵珠·3级	5	3
146086	圣灵珠·3级	7	1
146086	圣灵珠·3级	8	1
146086	圣灵珠·3级	9	2
146086	圣灵珠·3级	10	2
146086	圣灵珠·4级	1	1
146086	圣灵珠·4级	3	2
146086	圣灵珠·4级	5	3
146086	圣灵珠·4级	6	1
146086	圣灵珠·4级	7	1
146086	圣灵珠·4级	9	1
146086	圣灵珠·5级	1	2
146086	圣灵珠·5级	2	1
146086	圣灵珠·5级	6	1
146086	火灵珠·1级	1	16
146086	火灵珠·1级	2	7
146086	火灵珠·1级	5	1
146086	火灵珠·1级	6	1
146086	火灵珠·2级	1	6
146086	火灵珠·2级	2	3
146086	火灵珠·2级	3	2
146086	火灵珠·2级	4	1
146086	火灵珠·2级	5	1
146086	火灵珠·2级	9	1
146086	火灵珠·3级	1	6
146086	火灵珠·3级	2	1
146086	火灵珠·3级	4	1
146086	火灵珠·3级	7	1
146086	火灵珠·4级	1	1
146086	火灵珠·4级	2	1
146086	火灵珠·4级	4	2
146086	火灵珠·5级	3	1
146086	火灵珠·5级	4	1
146086	火灵珠·6级	1	2
146086	紫玛瑙·1级	1	1
146086	紫玛瑙·2级	1	1
146086	紫玛瑙·3级	1	1
146086	紫玛瑙·3级	2	1
146086	紫玛瑙·3级	3	1
146086	紫玛瑙·4级	1	1
146086	紫玛瑙·4级	7	1
146086	紫玛瑙·5级	4	1
146086	绿玛瑙·1级	1	2
146086	物理命中眼石·1级	1	8
146086	物理命中眼石·2级	1	8
146086	物理命中眼石·2级	2	3
146086	物理命中眼石·3级	1	14
146086	物理命中眼石·3级	2	3
146086	物理命中眼石·4级	1	9
146086	物理命中眼石·4级	2	1
146086	物理命中眼石·4级	8	1
146086	物理命中眼石·5级	2	1
146086	物理防御水晶·1级	1	13
146086	物理防御水晶·1级	2	1
146086	物理防御水晶·1级	3	1
146086	物理防御水晶·2级	1	11
146086	物理防御水晶·2级	2	4
146086	物理防御水晶·2级	6	1
146086	物理防御水晶·3级	1	25
146086	物理防御水晶·3级	2	14
146086	物理防御水晶·3级	3	8
146086	物理防御水晶·3级	4	3
146086	物理防御水晶·3级	5	2
146086	物理防御水晶·3级	6	2
146086	物理防御水晶·3级	7	1
146086	物理防御水晶·3级	9	1
146086	物理防御水晶·4级	1	14
146086	物理防御水晶·4级	2	8
146086	物理防御水晶·4级	3	4
146086	物理防御水晶·4级	4	2
146086	物理防御水晶·4级	5	2
146086	物理防御水晶·4级	6	3
146086	物理防御水晶·4级	7	3
146086	物理防御水晶·4级	8	4
146086	物理防御水晶·4级	9	6
146086	物理防御水晶·4级	10	9
146086	物理防御水晶·5级	1	7
146086	物理防御水晶·5级	2	2
146086	物理防御水晶·5级	3	1
146086	物理防御水晶·5级	4	2
146086	物理防御水晶·5级	6	2
146086	物理防御水晶·5级	8	1
146086	物理防御水晶·5级	9	2
146086	物理防御水晶·5级	10	4
146086	物理闪避石·1级	1	6
146086	物理闪避石·1级	2	1
146086	物理闪避石·2级	1	5
146086	物理闪避石·3级	1	12
146086	物理闪避石·3级	3	1
146086	物理闪避石·4级	1	3
146086	物理攻击水晶·1级	1	38
146086	物理攻击水晶·1级	2	5
146086	物理攻击水晶·1级	3	1
146086	物理攻击水晶·1级	4	1
146086	物理攻击水晶·2级	1	19
146086	物理攻击水晶·2级	2	2
146086	物理攻击水晶·2级	3	3
146086	物理攻击水晶·2级	4	1
146086	物理攻击水晶·2级	5	1
146086	物理攻击水晶·2级	6	2
146086	物理攻击水晶·2级	7	1
146086	物理攻击水晶·2级	8	13
146086	物理攻击水晶·2级	9	8
146086	物理攻击水晶·3级	1	88
146086	物理攻击水晶·3级	2	20
146086	物理攻击水晶·3级	3	12
146086	物理攻击水晶·3级	4	9
146086	物理攻击水晶·3级	5	3
146086	物理攻击水晶·3级	6	2
146086	物理攻击水晶·3级	7	7
146086	物理攻击水晶·3级	10	1
146086	物理攻击水晶·4级	1	34
146086	物理攻击水晶·4级	2	15
146086	物理攻击水晶·4级	3	10
146086	物理攻击水晶·4级	4	5
146086	物理攻击水晶·4级	5	3
146086	物理攻击水晶·4级	6	1
146086	物理攻击水晶·4级	7	5
146086	物理攻击水晶·4级	8	2
146086	物理攻击水晶·4级	9	2
146086	物理攻击水晶·4级	10	1
146086	物理攻击水晶·5级	1	17
146086	物理攻击水晶·5级	2	3
146086	物理攻击水晶·5级	3	2
146086	物理攻击水晶·5级	5	1
146086	物理攻击水晶·5级	8	3
146086	物理攻击水晶·5级	10	9
146086	物理攻击水晶·6级	2	2
146086	物理攻击水晶·6级	7	1
146086	物理攻击水晶·6级	8	1
146086	白玛瑙·1级	1	1
146086	白玛瑙·1级	3	1
146086	白玛瑙·2级	4	1
146086	白玛瑙·3级	4	1
146086	白玛瑙·4级	1	1
146086	白玛瑙·4级	6	1
146086	白玛瑙·4级	8	1
146086	血宝石·1级	1	25
146086	血宝石·1级	2	18
146086	血宝石·1级	3	41
146086	血宝石·1级	4	15
146086	血宝石·1级	5	16
146086	血宝石·1级	6	25
146086	血宝石·1级	7	53
146086	血宝石·1级	8	20
146086	血宝石·1级	9	3
146086	血宝石·2级	1	108
146086	血宝石·2级	2	30
146086	血宝石·2级	3	15
146086	血宝石·2级	4	4
146086	血宝石·2级	5	3
146086	血宝石·2级	6	1
146086	血宝石·2级	7	1
146086	血宝石·3级	1	123
146086	血宝石·3级	2	61
146086	血宝石·3级	3	94
146086	血宝石·3级	4	40
146086	血宝石·3级	5	24
146086	血宝石·3级	6	26
146086	血宝石·3级	7	7
146086	血宝石·3级	8	7
146086	血宝石·3级	9	6
146086	血宝石·3级	10	1
146086	血宝石·4级	1	132
146086	血宝石·4级	2	47
146086	血宝石·4级	3	52
146086	血宝石·4级	4	17
146086	血宝石·4级	5	15
146086	血宝石·4级	6	10
146086	血宝石·4级	7	13
146086	血宝石·4级	8	14
146086	血宝石·4级	9	12
146086	血宝石·4级	10	11
146086	血宝石·5级	1	37
146086	血宝石·5级	2	12
146086	血宝石·5级	3	5
146086	血宝石·5级	4	2
146086	血宝石·5级	5	1
146086	血宝石·5级	6	1
146086	血宝石·5级	8	3
146086	血宝石·5级	9	2
146086	血宝石·5级	10	13
146086	血宝石·6级	1	3
146086	风灵珠·1级	1	2
146086	风灵珠·2级	1	4
146086	风灵珠·2级	2	2
146086	风灵珠·2级	4	2
146086	风灵珠·3级	1	1
146086	风灵珠·3级	4	2
146086	风灵珠·3级	6	1
146086	风灵珠·4级	1	2
146086	风灵珠·4级	2	1
146086	风灵珠·4级	8	1
146086	风灵珠·5级	2	1
146086	黑玛瑙·2级	1	4
146086	黑玛瑙·2级	2	2
146086	黑玛瑙·3级	2	4
146086	黑玛瑙·3级	3	1
146086	黑玛瑙·3级	10	1
146086	黑玛瑙·4级	1	2
146086	黑玛瑙·4级	3	1
146086	黑玛瑙·5级	1	1
146086	赤玛瑙·1级	1	17
146086	赤玛瑙·1级	2	5
146086	赤玛瑙·1级	3	3
146086	赤玛瑙·1级	5	1
146086	赤玛瑙·2级	1	2
146086	赤玛瑙·2级	2	3
146086	赤玛瑙·2级	3	1
146086	赤玛瑙·3级	3	1
146086	赤玛瑙·4级	1	2
146086	赤玛瑙·5级	2	2
146086	赤玛瑙·6级	1	1
146086	蓝玛瑙·1级	1	1
146086	蓝玛瑙·2级	1	2
146086	蓝玛瑙·3级	2	1
146086	雷灵珠·1级	1	2
146086	雷灵珠·1级	2	1
146086	雷灵珠·1级	3	1
146086	雷灵珠·2级	1	3
146086	雷灵珠·2级	3	2
146086	雷灵珠·2级	4	1
146086	雷灵珠·3级	1	2
146086	雷灵珠·3级	2	4
146086	雷灵珠·3级	4	1
146086	雷灵珠·3级	5	1
146086	雷灵珠·3级	9	3
146086	雷灵珠·3级	10	1
146086	雷灵珠·4级	1	3
146086	雷灵珠·4级	2	1
146086	雷灵珠·4级	10	1
146086	雷灵珠·5级	3	1
146086	毒灵珠·1级	1	5
146086	毒灵珠·1级	2	2
146086	毒灵珠·2级	1	6
146086	毒灵珠·2级	2	2
146086	毒灵珠·2级	3	1
146086	毒灵珠·2级	5	1
146086	毒灵珠·2级	7	1
146086	毒灵珠·3级	1	8
146086	毒灵珠·3级	2	2
146086	毒灵珠·3级	3	1
146086	毒灵珠·3级	5	1
146086	毒灵珠·3级	6	1
146086	毒灵珠·3级	7	1
146086	毒灵珠·3级	10	1
146086	毒灵珠·4级	1	1
146086	毒灵珠·4级	2	1
146086	毒灵珠·4级	3	1
146086	水灵珠·1级	1	1
146086	水灵珠·2级	1	5
146086	水灵珠·2级	3	1
146086	水灵珠·3级	1	1
146086	法力宝石·1级	1	12
146086	法力宝石·1级	2	4
146086	法力宝石·1级	3	1
146086	法力宝石·2级	1	11
146086	法力宝石·2级	2	1
146086	法力宝石·3级	1	15
146086	法力宝石·3级	2	4
146086	法力宝石·4级	1	8
146086	法力宝石·4级	4	1
146086	法力宝石·5级	1	1
146086	法术命中眼石·1级	1	10
146086	法术命中眼石·1级	2	2
146086	法术命中眼石·2级	1	6
146086	法术命中眼石·2级	2	2
146086	法术命中眼石·3级	1	10
146086	法术命中眼石·3级	2	3
146086	法术命中眼石·3级	3	1
146086	法术命中眼石·3级	4	1
146086	法术命中眼石·4级	1	8
146086	法术命中眼石·4级	3	1
146086	法术防御水晶·1级	1	14
146086	法术防御水晶·1级	2	1
146086	法术防御水晶·1级	3	1
146086	法术防御水晶·1级	5	1
146086	法术防御水晶·2级	1	11
146086	法术防御水晶·2级	2	4
146086	法术防御水晶·3级	1	20
146086	法术防御水晶·3级	2	10
146086	法术防御水晶·3级	3	3
146086	法术防御水晶·3级	4	1
146086	法术防御水晶·3级	5	1
146086	法术防御水晶·3级	6	1
