gateway_id	role_id	sheet_id	count(*)
146086	9821784	圣灵珠·4级	8
146086	9821784	圣灵珠·5级	2
146086	9821784	紫玛瑙·1级	1
146086	9821784	紫玛瑙·2级	2
146086	9821784	紫玛瑙·3级	3
146086	9821784	紫玛瑙·4级	1
146086	9821784	物理防御水晶·6级	10
146086	9821784	物理攻击水晶·6级	10
146086	9821784	血宝石·6级	10
146086	9821784	雷灵珠·5级	9
146086	9821784	雷灵珠·6级	1
146086	9821784	法术防御水晶·5级	7
146086	9821784	法术防御水晶·6级	3
146086	9821798	圣灵珠·5级	9
146086	9821798	圣灵珠·6级	1
146086	9821798	火灵珠·5级	6
146086	9821798	火灵珠·6级	4
146086	9821798	绿玛瑙·5级	2
146086	9821798	物理防御水晶·5级	2
146086	9821798	物理防御水晶·6级	5
146086	9821798	物理攻击水晶·6级	3
146086	9821798	物理攻击水晶·7级	7
146086	9821798	血宝石·6级	10
146086	9821798	赤玛瑙·5级	9
146086	9821798	赤玛瑙·6级	1
146086	9821798	法术防御水晶·6级	10
146086	9821798	木灵珠·5级	1
146086	9821801	圣灵珠·4级	8
146086	9821801	圣灵珠·5级	2
146086	9821801	紫玛瑙·3级	1
146086	9821801	物理防御水晶·5级	10
146086	9821801	物理攻击水晶·6级	10
146086	9821801	血宝石·5级	8
146086	9821801	血宝石·6级	2
146086	9821801	雷灵珠·4级	10
146086	9821801	水灵珠·3级	1
146086	9821801	水灵珠·4级	8
146086	9821801	法术防御水晶·5级	10
146086	9821822	圣灵珠·5级	6
146086	9821822	圣灵珠·6级	2
146086	9821822	火灵珠·5级	4
146086	9821822	火灵珠·6级	2
146086	9821822	物理防御水晶·6级	10
146086	9821822	血宝石·6级	10
146086	9821822	黑玛瑙·4级	1
146086	9821822	黑玛瑙·5级	4
146086	9821822	赤玛瑙·5级	5
146086	9821822	毒灵珠·4级	2
146086	9821822	毒灵珠·5级	4
146086	9821822	法术命中眼石·5级	2
146086	9821822	法术命中眼石·6级	1
146086	9821822	法术防御水晶·6级	7
146086	9821822	法术攻击水晶·6级	6
146086	9821822	法术攻击水晶·7级	4
146086	9821853	圣灵珠·3级	1
146086	9821853	圣灵珠·4级	7
146086	9821853	圣灵珠·5级	2
146086	9821853	物理防御水晶·5级	10
146086	9821853	血宝石·5级	9
146086	9821853	血宝石·6级	1
146086	9821853	黑玛瑙·2级	3
146086	9821853	毒灵珠·3级	1
146086	9821853	毒灵珠·4级	6
146086	9821853	毒灵珠·5级	3
146086	9821853	法术防御水晶·5级	10
146086	9821853	法术攻击水晶·5级	6
146086	9821853	法术攻击水晶·6级	4
146086	9821855	血宝石·3级	5
146086	9821924	火灵珠·2级	1
146086	9821924	火灵珠·3级	3
146086	9821924	物理防御水晶·4级	1
146086	9821924	血宝石·4级	9
146086	9821924	血宝石·5级	1
146086	9821924	法术攻击水晶·3级	3
146086	9821924	法术攻击水晶·4级	7
146086	9821958	圣灵珠·2级	3
146086	9821958	圣灵珠·3级	1
146086	9821958	火灵珠·3级	5
146086	9821958	火灵珠·4级	1
146086	9821958	物理防御水晶·3级	1
146086	9821958	物理防御水晶·4级	6
146086	9821958	物理防御水晶·5级	1
146086	9821958	物理攻击水晶·4级	6
146086	9821958	物理攻击水晶·5级	2
146086	9821958	血宝石·4级	9
146086	9821963	圣灵珠·3级	1
146086	9821963	圣灵珠·4级	9
146086	9821963	物理防御水晶·4级	7
146086	9821963	物理防御水晶·5级	3
146086	9821963	血宝石·5级	10
146086	9821963	毒灵珠·4级	10
146086	9821963	法术防御水晶·4级	1
146086	9821963	法术攻击水晶·5级	10
146086	9821971	圣灵珠·4级	4
146086	9821971	圣灵珠·5级	6
146086	9821971	物理防御水晶·5级	8
146086	9821971	物理防御水晶·6级	2
146086	9821971	白玛瑙·3级	1
146086	9821971	白玛瑙·4级	5
146086	9821971	白玛瑙·5级	2
146086	9821971	血宝石·6级	10
146086	9821971	风灵珠·5级	10
146086	9821971	法术命中眼石·5级	3
146086	9821971	法术命中眼石·6级	2
146086	9821971	法术防御水晶·5级	6
146086	9821971	法术防御水晶·6级	1
146086	9821971	法术攻击水晶·6级	10
146086	9821979	圣灵珠·4级	9
146086	9821979	圣灵珠·5级	1
146086	9821979	火灵珠·4级	6
146086	9821979	火灵珠·5级	4
146086	9821979	紫玛瑙·2级	1
146086	9821979	物理命中眼石·5级	7
146086	9821979	物理防御水晶·5级	10
146086	9821979	物理攻击水晶·6级	10
146086	9821979	血宝石·5级	9
146086	9821979	血宝石·6级	1
146086	9821979	赤玛瑙·2级	1
146086	9821979	法术防御水晶·5级	10
146086	9822001	圣灵珠·5级	8
146086	9822001	圣灵珠·6级	2
146086	9822001	火灵珠·5级	8
146086	9822001	火灵珠·6级	2
146086	9822001	物理防御水晶·6级	10
146086	9822001	物理攻击水晶·6级	6
146086	9822001	物理攻击水晶·7级	4
146086	9822001	血宝石·6级	10
146086	9822001	赤玛瑙·5级	7
146086	9822001	赤玛瑙·6级	2
146086	9822001	法术防御水晶·6级	10
146086	9822001	木灵珠·5级	1
146086	9822175	圣灵珠·2级	2
146086	9822175	物理攻击水晶·1级	1
146086	9822175	物理攻击水晶·3级	1
146086	9822175	血宝石·3级	3
