gateway_id	cutting_type	cutting_level	player_count
1	0	1	158
1	0	2	2
1	0	3	2
1	0	5	1
1	0	8	1
1	0	9	2
1	0	10	3
1	0	11	2
1	0	12	1
1	0	14	2
1	0	15	1
1	0	16	1
1	0	18	1
1	0	19	1
1	0	20	2
1	0	22	2
1	0	25	2
1	0	27	1
1	0	29	2
1	0	30	1
1	0	34	2
1	0	36	2
1	0	37	1
1	0	39	1
1	0	40	1
1	0	41	2
1	0	42	2
1	0	43	2
1	0	44	2
1	0	45	1
1	0	46	1
1	0	47	2
1	0	48	4
1	0	49	1
1	0	50	3
1	0	51	1
1	0	52	2
1	0	54	2
1	0	55	1
1	0	57	2
1	0	59	1
1	0	61	1
1	1	1	133
1	1	2	1
1	1	3	1
1	1	5	2
1	1	6	1
1	1	7	4
1	1	9	2
1	1	14	1
1	1	17	1
1	1	19	4
1	1	20	8
1	1	21	4
1	1	22	3
1	1	23	1
1	1	24	2
1	1	26	1
1	1	28	3
1	1	30	3
1	1	31	2
1	1	32	5
1	1	33	3
1	1	34	1
1	1	35	1
1	1	37	1
1	1	39	1
1	1	40	3
1	1	41	3
1	1	43	1
1	1	44	2
1	1	45	1
1	1	46	2
1	1	48	1
1	1	50	6
1	1	51	2
1	1	52	2
1	1	53	4
1	1	54	1
1	1	55	1
1	1	56	1
1	1	57	3
1	1	58	1
1	1	59	2
1	2	1	118
1	2	3	1
1	2	4	1
1	2	5	3
1	2	6	1
1	2	7	3
1	2	8	2
1	2	9	1
1	2	10	3
1	2	12	2
1	2	13	2
1	2	14	1
1	2	15	1
1	2	17	4
1	2	18	2
1	2	19	2
1	2	20	5
1	2	21	6
1	2	22	1
1	2	24	2
1	2	26	2
1	2	27	2
1	2	28	2
1	2	29	3
1	2	30	8
1	2	31	5
1	2	32	1
1	2	33	1
1	2	35	1
1	2	37	1
1	2	38	2
1	2	39	1
1	2	40	14
1	2	41	6
1	2	42	4
1	2	43	5
1	2	44	1
1	2	45	1
1	2	46	2
1	2	48	1
1	2	50	1
1	3	1	129
1	3	2	2
1	3	3	1
1	3	4	1
1	3	5	1
1	3	6	3
1	3	7	2
1	3	9	1
1	3	10	1
1	3	11	1
1	3	12	1
1	3	15	2
1	3	16	1
1	3	17	1
1	3	19	2
1	3	20	8
1	3	21	4
1	3	22	2
1	3	23	4
1	3	27	1
1	3	28	2
1	3	29	1
1	3	30	6
1	3	31	4
1	3	33	2
1	3	34	1
1	3	35	2
1	3	38	1
1	3	40	17
1	3	41	6
1	3	42	6
1	3	43	2
1	3	44	5
1	3	45	2
1	4	1	207
1	4	2	3
1	4	3	2
1	4	4	2
1	4	5	2
1	4	6	1
1	4	10	1
1	4	11	2
1	4	13	2
1	4	15	2
1	4	18	1
1	5	1	208
1	5	2	3
1	5	3	3
1	5	5	2
1	5	7	1
1	5	9	1
1	5	10	1
1	5	13	2
1	5	16	3
1	5	18	1
1	6	1	206
1	6	3	2
1	6	5	2
1	6	8	1
1	6	10	1
1	6	12	1
1	6	14	2
1	6	16	1
1	6	17	1
1	6	20	3
1	6	21	1
1	6	22	1
1	6	23	1
1	6	26	1
1	6	31	1
1	7	1	204
1	7	2	5
1	7	3	4
1	7	4	1
1	7	7	3
1	7	8	1
1	7	12	2
1	7	16	1
1	7	17	1
1	7	24	1
1	7	25	1
1	7	33	1
1	8	1	98
1	8	3	1
1	8	4	2
1	8	5	2
1	8	6	1
1	8	7	2
1	8	9	1
1	8	10	4
1	8	11	4
1	8	13	1
1	8	15	2
1	8	16	1
1	8	17	1
1	8	18	4
1	8	20	9
1	8	21	5
1	8	22	2
1	8	24	1
1	8	26	4
1	8	27	1
1	8	28	1
1	8	30	4
1	8	31	1
1	8	32	1
1	8	33	2
1	8	34	3
1	8	35	3
1	8	36	1
1	8	37	1
1	8	38	1
1	8	39	4
1	8	40	11
1	8	41	4
1	8	42	8
1	8	43	4
1	8	44	3
1	8	45	6
1	8	46	8
1	8	47	1
1	8	48	4
1	8	49	1
1	8	50	4
1	8	51	2
1	8	52	1
1	9	1	206
1	9	2	2
1	9	3	3
1	9	5	3
1	9	6	2
1	9	8	2
1	9	9	1
1	9	10	3
1	9	22	1
1	9	26	1
1	9	28	1
1	10	1	205
1	10	2	1
1	10	3	4
1	10	4	4
1	10	5	2
1	10	7	2
1	10	8	2
1	10	9	1
1	10	10	1
1	10	14	1
1	10	16	2
1	11	1	216
1	11	3	1
1	11	4	1
1	11	5	2
1	11	6	2
1	11	11	1
1	11	13	1
1	11	17	1
1	12	1	212
1	12	2	2
1	12	3	1
1	12	4	2
1	12	5	3
1	12	7	4
1	12	8	1
1	13	1	194
1	13	2	3
1	13	3	5
1	13	6	4
1	13	7	4
1	13	8	2
1	13	9	2
1	13	10	1
1	13	11	1
1	13	12	1
1	13	13	2
1	13	16	1
1	13	17	2
1	13	20	1
1	13	26	1
1	13	34	1
1	14	1	225
1	15	1	225
1	16	1	197
1	16	3	3
1	16	4	1
1	16	5	3
1	16	6	2
1	16	7	2
1	16	8	5
1	16	9	2
1	16	10	3
1	16	11	1
1	16	12	1
1	16	16	1
1	16	20	1
1	16	23	1
1	16	25	1
1	16	30	1
1	17	1	194
1	17	4	2
1	17	5	5
1	17	6	5
1	17	7	2
1	17	8	3
1	17	9	2
1	17	11	2
1	17	12	1
1	17	14	1
1	17	17	1
1	17	18	3
1	17	20	1
1	17	23	1
1	17	28	1
1	17	29	1
1	18	1	210
1	18	2	2
1	18	5	12
1	18	6	1
1	19	1	193
1	19	3	2
1	19	4	2
1	19	5	20
1	19	6	7
1	19	22	1
1	20	1	213
1	20	3	1
1	20	5	7
1	20	6	2
1	20	8	1
1	20	18	1
1	21	1	223
1	21	2	1
1	21	5	1
1	22	1	203
1	22	2	2
1	22	5	14
1	22	6	5
1	22	8	1
1	23	1	225
10	0	1	55
10	0	2	1
10	0	7	1
10	0	8	2
10	0	9	1
10	0	20	1
10	0	21	1
10	0	30	1
10	0	34	1
10	0	37	1
10	0	39	1
10	0	40	1
10	0	41	1
10	0	44	2
10	0	45	1
10	0	46	2
