gateway_id	role_id	sheet_id	count(*)
146086	9821778	圣灵珠·2级	6
146086	9821778	圣灵珠·3级	4
146086	9821778	物理防御水晶·4级	4
146086	9821778	物理防御水晶·5级	6
146086	9821778	物理攻击水晶·5级	10
146086	9821778	血宝石·5级	10
146086	9821778	雷灵珠·3级	10
146086	9821778	法术防御水晶·4级	10
146086	9821779	圣灵珠·2级	6
146086	9821779	圣灵珠·3级	1
146086	9821779	物理防御水晶·4级	9
146086	9821779	物理防御水晶·5级	1
146086	9821779	物理攻击水晶·5级	10
146086	9821779	血宝石·4级	10
146086	9821779	雷灵珠·2级	3
146086	9821779	雷灵珠·3级	2
146086	9821779	法术防御水晶·4级	6
146086	9821779	法术防御水晶·5级	3
146086	9821781	物理防御水晶·3级	4
146086	9821781	物理防御水晶·4级	3
146086	9821781	物理攻击水晶·3级	2
146086	9821781	物理攻击水晶·4级	1
146086	9821781	血宝石·3级	2
146086	9821781	血宝石·4级	7
146086	9821781	血宝石·5级	1
146086	9821781	法力宝石·1级	1
146086	9821784	物理防御水晶·5级	10
146086	9821784	物理攻击水晶·5级	2
146086	9821784	物理攻击水晶·6级	8
146086	9821784	血宝石·5级	10
146086	9821784	雷灵珠·4级	10
146086	9821784	法术防御水晶·5级	10
146086	9821787	紫玛瑙·1级	1
146086	9821787	物理防御水晶·3级	5
146086	9821787	物理防御水晶·4级	1
146086	9821787	物理防御水晶·5级	2
146086	9821787	血宝石·3级	2
146086	9821787	血宝石·4级	5
146086	9821787	血宝石·5级	3
146086	9821787	毒灵珠·1级	1
146086	9821787	毒灵珠·3级	1
146086	9821787	法术攻击水晶·3级	9
146086	9821787	法术攻击水晶·4级	1
146086	9821794	物理防御水晶·3级	7
146086	9821794	物理防御水晶·4级	3
146086	9821794	血宝石·4级	2
146086	9821794	血宝石·5级	8
146086	9821794	黑玛瑙·3级	10
146086	9821794	毒灵珠·1级	1
146086	9821794	毒灵珠·2级	1
146086	9821794	法术防御水晶·3级	8
146086	9821794	法术防御水晶·4级	2
146086	9821794	法术攻击水晶·4级	9
146086	9821794	法术攻击水晶·5级	1
146086	9821798	圣灵珠·4级	3
146086	9821798	圣灵珠·5级	6
146086	9821798	火灵珠·4级	4
146086	9821798	火灵珠·5级	4
146086	9821798	火灵珠·6级	1
146086	9821798	物理防御水晶·5级	9
146086	9821798	物理攻击水晶·5级	3
146086	9821798	物理攻击水晶·6级	7
146086	9821798	血宝石·5级	10
146086	9821798	赤玛瑙·5级	2
146086	9821798	赤玛瑙·6级	1
146086	9821798	法术防御水晶·5级	10
146086	9821801	火灵珠·3级	1
146086	9821801	物理防御水晶·3级	2
146086	9821801	物理防御水晶·4级	8
146086	9821801	物理攻击水晶·4级	7
146086	9821801	物理攻击水晶·5级	3
146086	9821801	血宝石·4级	10
146086	9821801	黑玛瑙·2级	1
146086	9821801	法术防御水晶·3级	6
146086	9821801	法术防御水晶·4级	4
146086	9821807	圣灵珠·3级	10
146086	9821807	火灵珠·3级	7
146086	9821807	火灵珠·4级	2
146086	9821807	物理防御水晶·4级	9
146086	9821807	物理防御水晶·5级	1
146086	9821807	物理攻击水晶·5级	10
146086	9821807	血宝石·5级	10
146086	9821807	赤玛瑙·4级	1
146086	9821807	法术防御水晶·4级	7
146086	9821807	法术防御水晶·5级	3
146086	9821811	物理攻击水晶·1级	1
146086	9821811	物理攻击水晶·3级	1
146086	9821811	物理攻击水晶·4级	1
146086	9821811	血宝石·3级	2
146086	9821811	血宝石·4级	1
146086	9821815	物理攻击水晶·1级	1
146086	9821815	物理攻击水晶·3级	3
146086	9821815	物理攻击水晶·4级	1
146086	9821815	血宝石·4级	1
146086	9821817	血宝石·1级	1
146086	9821817	血宝石·3级	1
146086	9821817	血宝石·4级	2
146086	9821817	法术攻击水晶·3级	2
146086	9821821	血宝石·4级	2
146086	9821821	法术攻击水晶·1级	1
146086	9821821	法术攻击水晶·3级	3
146086	9821822	圣灵珠·3级	9
146086	9821822	圣灵珠·4级	1
146086	9821822	物理防御水晶·5级	10
146086	9821822	血宝石·5级	10
146086	9821822	风灵珠·4级	8
146086	9821822	风灵珠·5级	2
146086	9821822	法术防御水晶·4级	5
146086	9821822	法术防御水晶·5级	5
146086	9821822	法术攻击水晶·4级	3
146086	9821822	法术攻击水晶·5级	6
146086	9821822	法术攻击水晶·6级	1
146086	9821823	圣灵珠·2级	10
146086	9821823	火灵珠·3级	1
146086	9821823	物理防御水晶·3级	4
146086	9821823	物理防御水晶·4级	6
146086	9821823	物理攻击水晶·4级	10
146086	9821823	血宝石·4级	9
146086	9821823	血宝石·5级	1
146086	9821823	法术防御水晶·3级	1
146086	9821830	圣灵珠·2级	1
146086	9821830	物理防御水晶·4级	10
146086	9821830	白玛瑙·1级	3
146086	9821830	白玛瑙·2级	4
146086	9821830	血宝石·4级	2
146086	9821830	血宝石·5级	8
146086	9821830	风灵珠·2级	4
146086	9821830	法术防御水晶·4级	10
146086	9821830	法术攻击水晶·5级	10
146086	9821840	物理攻击水晶·3级	6
146086	9821840	物理攻击水晶·4级	4
146086	9821840	血宝石·3级	5
146086	9821840	血宝石·4级	5
146086	9821853	圣灵珠·2级	7
146086	9821853	圣灵珠·3级	3
146086	9821853	物理防御水晶·4级	9
146086	9821853	物理防御水晶·5级	1
146086	9821853	血宝石·4级	6
146086	9821853	血宝石·5级	4
146086	9821853	毒灵珠·3级	10
146086	9821853	法术防御水晶·4级	1
146086	9821853	法术攻击水晶·4级	7
146086	9821853	法术攻击水晶·5级	3
146086	9821861	物理攻击水晶·3级	7
146086	9821861	血宝石·2级	1
146086	9821861	血宝石·3级	6
146086	9821861	血宝石·4级	2
146086	9821861	血宝石·5级	1
146086	9821872	圣灵珠·2级	1
146086	9821872	火灵珠·2级	9
146086	9821872	物理防御水晶·4级	9
146086	9821872	物理防御水晶·5级	1
146086	9821872	物理攻击水晶·5级	10
146086	9821872	血宝石·5级	10
146086	9821872	赤玛瑙·1级	1
146086	9821872	赤玛瑙·2级	2
146086	9821872	法术防御水晶·4级	10
146086	9821873	圣灵珠·3级	1
146086	9821873	火灵珠·3级	1
146086	9821873	物理防御水晶·4级	7
146086	9821873	物理防御水晶·5级	3
146086	9821873	物理攻击水晶·5级	10
146086	9821873	血宝石·4级	9
146086	9821873	血宝石·5级	1
146086	9821873	雷灵珠·3级	4
146086	9821873	法术防御水晶·4级	7
146086	9821873	法术防御水晶·5级	3
146086	9821874	物理攻击水晶·1级	1
146086	9821874	物理攻击水晶·2级	8
146086	9821874	物理攻击水晶·3级	1
146086	9821876	物理防御水晶·3级	3
146086	9821876	物理防御水晶·4级	1
146086	9821876	物理攻击水晶·4级	7
146086	9821876	物理攻击水晶·5级	1
146086	9821876	血宝石·4级	8
146086	9821876	血宝石·5级	1
146086	9821876	赤玛瑙·1级	3
146086	9821876	法术防御水晶·3级	1
146086	9821876	法术防御水晶·4级	1
146086	9821885	物理攻击水晶·2级	7
146086	9821885	物理攻击水晶·3级	3
146086	9821886	物理防御水晶·3级	6
146086	9821886	物理防御水晶·4级	1
146086	9821886	物理攻击水晶·3级	3
146086	9821886	血宝石·3级	1
146086	9821886	血宝石·4级	9
146086	9821888	物理攻击水晶·1级	1
146086	9821888	物理攻击水晶·2级	8
146086	9821888	物理攻击水晶·3级	1
146086	9821924	血宝石·3级	1
146086	9821924	血宝石·4级	8
146086	9821924	血宝石·5级	1
146086	9821924	法术攻击水晶·3级	8
146086	9821939	圣灵珠·2级	3
146086	9821939	圣灵珠·3级	3
146086	9821939	物理防御水晶·3级	2
146086	9821939	物理防御水晶·4级	8
146086	9821939	血宝石·4级	8
146086	9821939	血宝石·5级	2
146086	9821939	毒灵珠·2级	2
146086	9821939	毒灵珠·3级	2
146086	9821939	法术防御水晶·3级	4
146086	9821939	法术防御水晶·4级	6
146086	9821939	法术攻击水晶·3级	1
146086	9821939	法术攻击水晶·4级	8
146086	9821939	法术攻击水晶·5级	1
146086	9821958	物理攻击水晶·3级	5
146086	9821958	物理攻击水晶·4级	4
146086	9821958	物理攻击水晶·5级	1
146086	9821958	血宝石·3级	3
146086	9821958	血宝石·4级	4
146086	9821963	血宝石·3级	3
146086	9821963	血宝石·4级	6
146086	9821963	血宝石·5级	1
146086	9821963	毒灵珠·3级	1
146086	9821963	法术防御水晶·2级	1
146086	9821963	法术防御水晶·3级	3
146086	9821963	法术攻击水晶·3级	6
146086	9821963	法术攻击水晶·4级	4
146086	9821964	圣灵珠·3级	5
146086	9821964	圣灵珠·4级	5
146086	9821964	紫玛瑙·3级	3
146086	9821964	紫玛瑙·4级	7
146086	9821964	物理防御水晶·4级	2
146086	9821964	物理防御水晶·5级	4
146086	9821964	物理攻击水晶·5级	10
146086	9821964	血宝石·5级	10
146086	9821964	雷灵珠·3级	9
146086	9821964	雷灵珠·4级	1
146086	9821964	法术防御水晶·4级	2
146086	9821964	法术防御水晶·5级	2
146086	9821969	圣灵珠·2级	4
146086	9821969	火灵珠·2级	5
146086	9821969	物理攻击水晶·3级	7
146086	9821969	物理攻击水晶·4级	2
146086	9821969	血宝石·2级	1
146086	9821969	血宝石·3级	2
146086	9821969	血宝石·4级	5
146086	9821969	血宝石·5级	2
146086	9821969	赤玛瑙·2级	3
146086	9821971	圣灵珠·3级	7
146086	9821971	圣灵珠·4级	3
146086	9821971	物理防御水晶·5级	9
146086	9821971	白玛瑙·4级	8
146086	9821971	血宝石·5级	9
146086	9821971	血宝石·6级	1
146086	9821971	风灵珠·3级	4
146086	9821971	风灵珠·4级	2
146086	9821971	法术防御水晶·5级	7
146086	9821971	法术攻击水晶·5级	9
146086	9821971	法术攻击水晶·6级	1
146086	9821979	圣灵珠·2级	9
146086	9821979	圣灵珠·3级	1
146086	9821979	物理防御水晶·4级	10
146086	9821979	物理攻击水晶·5级	8
146086	9821979	物理攻击水晶·6级	2
146086	9821979	血宝石·5级	10
146086	9821979	雷灵珠·3级	9
146086	9821979	雷灵珠·4级	1
146086	9821979	法术防御水晶·3级	1
146086	9821979	法术防御水晶·4级	9
146086	9822001	圣灵珠·4级	9
146086	9822001	圣灵珠·5级	1
146086	9822001	紫玛瑙·4级	1
146086	9822001	紫玛瑙·5级	4
146086	9822001	物理防御水晶·5级	10
146086	9822001	物理攻击水晶·5级	8
146086	9822001	物理攻击水晶·6级	2
146086	9822001	血宝石·5级	10
146086	9822001	雷灵珠·3级	1
146086	9822001	雷灵珠·4级	1
146086	9822001	雷灵珠·5级	3
146086	9822001	法术防御水晶·5级	10
146086	9822004	圣灵珠·2级	7
146086	9822004	圣灵珠·3级	3
146086	9822004	物理防御水晶·3级	6
146086	9822004	血宝石·3级	2
146086	9822004	血宝石·4级	7
146086	9822004	血宝石·5级	1
146086	9822004	毒灵珠·2级	3
146086	9822004	毒灵珠·3级	7
146086	9822004	法术防御水晶·3级	1
146086	9822004	法术攻击水晶·4级	7
146086	9822004	法术攻击水晶·5级	3
146086	9822047	圣灵珠·2级	1
146086	9822047	火灵珠·2级	1
146086	9822047	物理命中眼石·4级	1
146086	9822047	物理防御水晶·3级	3
146086	9822047	物理攻击水晶·3级	4
146086	9822047	物理攻击水晶·4级	5
146086	9822047	血宝石·3级	6
146086	9822047	血宝石·4级	4
146086	9822047	法术攻击水晶·2级	1
146086	9822050	血宝石·1级	1
146086	9822050	血宝石·3级	3
146086	9822051	物理攻击水晶·4级	1
146086	9822051	血宝石·3级	6
146086	9822051	血宝石·4级	2
146086	9822061	物理攻击水晶·1级	2
146086	9822061	物理攻击水晶·3级	2
146086	9822061	物理攻击水晶·4级	1
146086	9822061	血宝石·4级	1
146086	9822065	物理攻击水晶·4级	1
146086	9822065	血宝石·3级	3
146086	9822065	血宝石·4级	1
146086	9822140	物理命中眼石·4级	1
146086	9822140	物理防御水晶·3级	1
146086	9822140	物理防御水晶·4级	3
146086	9822140	物理闪避石·3级	1
146086	9822140	物理攻击水晶·4级	2
146086	9822140	血宝石·3级	3
146086	9822140	血宝石·4级	5
146086	9822140	雷灵珠·2级	1
146086	9822140	法力宝石·3级	1
146086	9822140	法术命中眼石·4级	1
146086	9822140	法术防御水晶·4级	1
146086	9822140	法术攻击水晶·3级	1
146086	9822140	法术攻击水晶·4级	2
146086	9822145	物理攻击水晶·3级	1
146086	9822145	物理攻击水晶·4级	1
146086	9822145	血宝石·1级	3
146086	9822145	血宝石·3级	3
146086	9822169	物理攻击水晶·2级	9
146086	9822169	物理攻击水晶·3级	1
146086	9822170	物理攻击水晶·1级	1
146086	9822170	物理攻击水晶·2级	8
146086	9822170	物理攻击水晶·3级	1
146086	9822171	物理攻击水晶·1级	1
146086	9822171	物理攻击水晶·2级	8
146086	9822171	物理攻击水晶·3级	1
146086	9822175	物理攻击水晶·1级	1
146086	9822175	物理攻击水晶·3级	1
146086	9822175	血宝石·1级	2
146086	9822175	血宝石·3级	3
146086	9822175	血宝石·4级	3
146086	9822176	物理攻击水晶·3级	1
146086	9822176	血宝石·1级	3
146086	9822176	血宝石·3级	3
146086	9822176	血宝石·4级	3
146086	9822177	物理攻击水晶·3级	1
146086	9822177	血宝石·1级	2
146086	9822177	血宝石·3级	4
146086	9822177	血宝石·4级	3
146086	9822178	物理攻击水晶·3级	1
146086	9822178	血宝石·1级	3
146086	9822178	血宝石·3级	3
146086	9822178	血宝石·4级	3
146086	9822179	物理攻击水晶·3级	1
146086	9822179	血宝石·1级	3
146086	9822179	血宝石·3级	3
146086	9822179	血宝石·4级	3
146086	9822180	物理攻击水晶·3级	1
146086	9822180	血宝石·1级	3
146086	9822180	血宝石·3级	3
146086	9822180	血宝石·4级	3
146086	9822181	物理攻击水晶·3级	1
146086	9822181	血宝石·1级	3
146086	9822181	血宝石·3级	3
146086	9822181	血宝石·4级	3
146086	9822182	物理攻击水晶·3级	1
146086	9822182	血宝石·1级	3
146086	9822182	血宝石·3级	3
146086	9822182	血宝石·4级	3
146086	9822183	物理攻击水晶·3级	1
146086	9822183	血宝石·1级	2
146086	9822183	血宝石·3级	4
146086	9822183	血宝石·4级	3
146086	9822184	物理攻击水晶·3级	1
146086	9822184	血宝石·1级	3
146086	9822184	血宝石·3级	3
146086	9822184	血宝石·4级	3
146086	9822185	物理攻击水晶·3级	1
146086	9822185	血宝石·1级	2
146086	9822185	血宝石·3级	4
146086	9822185	血宝石·4级	3
146086	9822186	物理攻击水晶·3级	1
146086	9822186	血宝石·1级	3
146086	9822186	血宝石·3级	3
146086	9822186	血宝石·4级	3
146086	9822263	圣灵珠·2级	1
146086	9822263	圣灵珠·3级	3
146086	9822263	圣灵珠·4级	5
146086	9822263	圣灵珠·5级	1
146086	9822263	物理防御水晶·4级	7
146086	9822263	物理防御水晶·5级	1
146086	9822263	血宝石·5级	8
146086	9822263	血宝石·6级	1
146086	9822263	黑玛瑙·4级	3
146086	9822263	黑玛瑙·5级	1
146086	9822263	法力宝石·4级	1
146086	9822263	法术防御水晶·4级	8
146086	9822263	法术防御水晶·5级	2
146086	9822263	法术攻击水晶·5级	10
146086	9822265	物理命中眼石·4级	8
146086	9822265	物理命中眼石·5级	2
146086	9822265	物理防御水晶·4级	8
146086	9822265	物理防御水晶·5级	2
146086	9822265	物理攻击水晶·4级	8
146086	9822265	物理攻击水晶·5级	2
146086	9822265	血宝石·4级	6
146086	9822265	血宝石·5级	4
146086	9822265	黑玛瑙·3级	2
146086	9822265	雷灵珠·3级	2
146086	9822265	法术防御水晶·4级	8
146086	9822265	法术防御水晶·5级	2
146086	9822268	物理攻击水晶·2级	9
146086	9822268	物理攻击水晶·3级	1
146086	9822269	物理攻击水晶·2级	6
146086	9822269	物理攻击水晶·3级	4
146086	9822270	物理攻击水晶·1级	1
146086	9822270	物理攻击水晶·2级	8
146086	9822270	物理攻击水晶·3级	1
146086	9822297	物理攻击水晶·2级	3
146086	9822297	物理攻击水晶·3级	3
146086	9822297	物理攻击水晶·4级	1
146086	9822297	血宝石·3级	9
146086	9822297	血宝石·4级	1
146086	9822304	圣灵珠·4级	5
146086	9822304	物理防御水晶·4级	2
146086	9822304	物理防御水晶·5级	8
146086	9822304	物理攻击水晶·5级	10
146086	9822304	血宝石·5级	10
146086	9822304	雷灵珠·3级	2
146086	9822304	雷灵珠·4级	2
146086	9822304	法术防御水晶·5级	10
146086	9822316	血宝石·1级	3
146086	9822316	血宝石·3级	5
146086	9822316	血宝石·4级	2
146086	9822316	法术攻击水晶·1级	1
146086	9822326	圣灵珠·2级	1
146086	9822326	血宝石·4级	8
146086	9822326	血宝石·5级	2
146086	9822326	风灵珠·2级	1
146086	9822326	法术防御水晶·4级	6
146086	9822326	法术攻击水晶·4级	7
146086	9822435	物理防御水晶·2级	1
146086	9822435	物理防御水晶·4级	3
146086	9822435	血宝石·1级	1
146086	9822435	血宝石·2级	1
146086	9822435	血宝石·4级	4
146086	9822435	血宝石·5级	1
146086	9822435	黑玛瑙·2级	2
146086	9822435	毒灵珠·3级	2
146086	9822435	法术防御水晶·2级	1
146086	9822435	法术防御水晶·4级	1
146086	9822435	法术防御水晶·5级	1
146086	9822435	法术攻击水晶·2级	1
146086	9822435	法术攻击水晶·4级	7
146086	9822435	法术攻击水晶·5级	2
146086	9822459	圣灵珠·2级	5
146086	9822459	火灵珠·3级	1
146086	9822459	物理防御水晶·4级	2
146086	9822459	血宝石·4级	3
146086	9822459	法力宝石·4级	4
146086	9822459	法术命中眼石·3级	1
146086	9822459	法术命中眼石·4级	3
146086	9822459	法术防御水晶·4级	1
146086	9822459	法术攻击水晶·4级	9
146086	9822459	法术攻击水晶·5级	1
146086	9822483	物理命中眼石·3级	1
146086	9822483	物理防御水晶·3级	1
146086	9822483	物理攻击水晶·3级	7
146086	9822483	物理攻击水晶·4级	3
146086	9822483	血宝石·3级	5
146086	9822483	血宝石·4级	5
146086	9822483	法术防御水晶·3级	2
146086	9822483	法术闪避石·3级	1
146086	9822503	圣灵珠·2级	1
146086	9822503	物理防御水晶·3级	2
146086	9822503	物理攻击水晶·3级	7
146086	9822503	物理攻击水晶·4级	3
146086	9822503	血宝石·3级	6
146086	9822503	血宝石·4级	3
146086	9822503	血宝石·5级	1
146086	9822503	法术防御水晶·3级	9
146086	9822544	物理命中眼石·3级	1
146086	9822544	物理命中眼石·4级	1
146086	9822544	物理防御水晶·1级	1
146086	9822544	物理防御水晶·3级	1
146086	9822544	物理闪避石·4级	1
146086	9822544	物理攻击水晶·3级	5
146086	9822544	物理攻击水晶·4级	2
146086	9822544	血宝石·3级	8
146086	9822544	血宝石·4级	2
146086	9822544	法术防御水晶·3级	3
146086	9822544	法术防御水晶·4级	1
146086	9822544	法术闪避石·3级	1
146086	9822544	法术攻击水晶·3级	1
146086	9822544	法术攻击水晶·4级	4
146086	9822557	绿玛瑙·1级	1
146086	9822557	物理防御水晶·3级	3
146086	9822557	物理防御水晶·4级	1
146086	9822557	血宝石·4级	9
146086	9822557	血宝石·5级	1
146086	9822557	法术攻击水晶·4级	10
146086	9822557	木灵珠·1级	2
146086	9822571	物理攻击水晶·2级	9
