9790969, 153087, 120, 310812051, 天冠·麒麟, 2, 2, 3, 2, 3, 1
9790969, 153087, 120, 311412051, 天饰·麒麟, 3, 2, 4, 2, 1, 1
9790969, 153087, 105, 310610581, 道圣·斩将封尊甲, 2, 2, 4, 1, 4, 1
9790969, 153087, 120, 311112051, 天佩·麒麟, 2, 2, 5, 1, 5, 1
9790969, 153087, 115, 311811551, 天镯·金凰, 5, 1, 3, 1, 4, 1
9790969, 153087, 120, 310412051, 天剑·冰魄, 3, 1, 3, 2, 2, 2
9790969, 153087, 115, 311511551, 天戒·金凰, 2, 2, 4, 1, 4, 2
9791000, 153087, 115, 310911551, 天手·金凰, 3, 2, 2, 2, 3, 1
9791000, 153087, 100, 310210071, 归神·五味决明伞, 3, 1, 3, 2, 3, 2
9791510, 153087, 120, 310812051, 天冠·麒麟, 3, 2, 2, 1, 1, 2
9791510, 153087, 120, 311412051, 天饰·麒麟, 2, 2, 3, 1, 2, 1
9791510, 153087, 125, 310612551, 天甲·麒麟, 3, 2, 2, 1, 2, 1
9791510, 153087, 120, 311112051, 天佩·麒麟, 1, 1, 2, 2, 2, 2
9791510, 153087, 125, 311812551, 天镯·麒麟, 3, 1, 1, 1, 1, 2
9791510, 153087, 125, 311012551, 天缠·麒麟, 1, 1, 2, 2, 1, 1
9791510, 153087, 120, 310412051, 天剑·冰魄, 1, 3, 1, 2, 2, 2
9791510, 153087, 125, 311512551, 天戒·麒麟, 3, 2, 1, 3, 2, 3
9791510, 153087, 125, 311212551, 天带·麒麟, 2, 2, 1, 1, 1, 2
9791510, 153087, 120, 311312051, 天履·麒麟, 4, 1, 3, 1, 3, 1
9791511, 153087, 120, 310712051, 天钗·麒麟, 3, 2, 4, 2, 3, 1
9791511, 153087, 120, 311412051, 天饰·麒麟, 3, 2, 3, 2, 4, 1
9791511, 153087, 120, 311112051, 天佩·麒麟, 3, 1, 3, 2, 3, 2
9791511, 153087, 125, 311812551, 天镯·麒麟, 1, 2, 2, 2, 1, 2
9791511, 153087, 125, 310912551, 天手·麒麟, 3, 2, 3, 2, 2, 1
9791511, 153087, 115, 311211551, 天带·金凰, 4, 2, 3, 1, 4, 1
9791511, 153087, 120, 311312051, 天履·麒麟, 1, 2, 2, 1, 2, 2
9792239, 153087, 80, 310708071, 归神·昆仑玉虚钗, 2, 2, 2, 2, 5, 2
9792239, 153087, 125, 310512581, 道圣·阴阳道化袍, 3, 2, 4, 2, 2, 1
9792239, 153087, 120, 311112051, 天佩·麒麟, 1, 1, 2, 2, 2, 2
9792239, 153087, 125, 311812551, 天镯·麒麟, 1, 2, 1, 2, 2, 2
9792239, 153087, 125, 310912551, 天手·麒麟, 2, 1, 1, 2, 2, 2
9792239, 153087, 125, 311512551, 天戒·麒麟, 1, 1, 3, 2, 3, 2
9792239, 153087, 120, 311312051, 天履·麒麟, 4, 2, 3, 2, 1, 1
9792273, 153087, 100, 310810071, 归神·斩将封尊冠, 4, 2, 3, 2, 3, 2
9792273, 153087, 120, 311412051, 天饰·麒麟, 3, 2, 4, 1, 3, 2
9792273, 153087, 125, 310612581, 道圣·八卦游龙甲, 4, 2, 3, 2, 2, 2
9792273, 153087, 125, 311812551, 天镯·麒麟, 2, 1, 5, 2, 4, 2
9792273, 153087, 120, 311312051, 天履·麒麟, 2, 2, 1, 2, 1, 1
9792273, 153087, 105, 311210581, 道圣·斩将封尊带, 3, 1, 2, 2, 1, 2
9792273, 153087, 120, 310412071, 归神·承影剑, 2, 1, 3, 2, 4, 2
9792273, 153087, 125, 311012551, 天缠·麒麟, 2, 2, 1, 2, 1, 2
9792273, 153087, 120, 311112051, 天佩·麒麟, 3, 1, 2, 2, 4, 1
9792273, 153087, 105, 311610571, 归神·凤鸣岐山戒, 2, 1, 2, 2, 2, 1
9792608, 153087, 100, 310310071, 归神·浮屠古琴, 2, 2, 2, 2, 1, 3
9792608, 153087, 125, 310912551, 天手·麒麟, 1, 2, 1, 1, 2, 1
9792608, 153087, 120, 311112051, 天佩·麒麟, 3, 2, 1, 1, 1, 2
9792608, 153087, 105, 311610571, 归神·凤鸣岐山戒, 3, 2, 2, 2, 1, 2
9792608, 153087, 100, 311310071, 归神·斩将封尊履, 3, 2, 1, 1, 1, 2
9792608, 153087, 100, 310710071, 归神·凤鸣岐山钗, 3, 2, 1, 1, 1, 2
9792608, 153087, 130, 311413051, 天饰·瑶光, 3, 2, 1, 2, 2, 2
9792608, 153087, 105, 310510571, 归神·凤鸣岐山袍, 1, 2, 1, 1, 2, 2
9792608, 153087, 105, 311810571, 归神·斩将封尊镯, 3, 1, 1, 2, 1, 2
9792608, 153087, 125, 311212581, 道圣·八卦游龙带, 2, 2, 4, 2, 3, 1
9794294, 153087, 100, 310810071, 归神·斩将封尊冠, 2, 1, 3, 2, 2, 2
9794294, 153087, 120, 311412051, 天饰·麒麟, 2, 2, 3, 2, 1, 2
9794294, 153087, 125, 310612581, 道圣·八卦游龙甲, 5, 2, 1, 1, 2, 2
9794294, 153087, 120, 311112051, 天佩·麒麟, 3, 2, 3, 2, 2, 2
9794294, 153087, 125, 311812551, 天镯·麒麟, 5, 2, 4, 1, 2, 1
9794294, 153087, 125, 311012551, 天缠·麒麟, 1, 1, 1, 2, 3, 2
9794294, 153087, 120, 310412081, 道圣·承影剑, 5, 2, 4, 1, 3, 2
9794294, 153087, 105, 311610571, 归神·凤鸣岐山戒, 2, 2, 1, 2, 1, 1
9794294, 153087, 105, 311210581, 道圣·斩将封尊带, 4, 1, 5, 1, 3, 2
9794294, 153087, 120, 311312051, 天履·麒麟, 1, 2, 1, 1, 1, 2
9794375, 153087, 100, 310810071, 归神·斩将封尊冠, 3, 2, 3, 2, 2, 2
9794375, 153087, 130, 311413051, 天饰·瑶光, 1, 2, 2, 1, 1, 2
9794375, 153087, 105, 310610571, 归神·斩将封尊甲, 2, 1, 2, 2, 2, 2
9794375, 153087, 130, 311113051, 天佩·瑶光, 1, 2, 4, 2, 5, 1
9794375, 153087, 125, 311812551, 天镯·麒麟, 1, 1, 2, 2, 3, 2
9794375, 153087, 125, 311012551, 天缠·麒麟, 2, 1, 2, 2, 3, 2
9794375, 153087, 100, 310110071, 归神·太白重剑, 1, 2, 3, 2, 1, 2
9794375, 153087, 125, 311612581, 道圣·阴阳道化戒, 3, 2, 3, 2, 3, 1
9794375, 153087, 125, 311212581, 道圣·八卦游龙带, 3, 1, 3, 2, 3, 2
9794375, 153087, 100, 311310071, 归神·斩将封尊履, 1, 2, 1, 1, 1, 2
9797162, 153087, 100, 310710071, 归神·凤鸣岐山钗, 2, 2, 2, 2, 1, 1
9797162, 153087, 130, 311413051, 天饰·瑶光, 1, 1, 3, 2, 2, 2
9797162, 153087, 105, 310510571, 归神·凤鸣岐山袍, 1, 2, 1, 1, 1, 1
9797162, 153087, 130, 311113051, 天佩·瑶光, 2, 2, 3, 2, 3, 1
9797162, 153087, 105, 311810571, 归神·斩将封尊镯, 1, 2, 4, 2, 3, 2
9797162, 153087, 125, 310912551, 天手·麒麟, 1, 2, 2, 1, 1, 2
9797162, 153087, 120, 310312071, 归神·凤鸣古琴, 2, 4, 2, 2, 2, 3
9797162, 153087, 125, 311512551, 天戒·麒麟, 1, 1, 1, 2, 2, 2
9797162, 153087, 125, 311212551, 天带·麒麟, 2, 2, 1, 1, 2, 2
9797162, 153087, 100, 311310071, 归神·斩将封尊履, 2, 2, 2, 1, 3, 2
9800437, 153087, 120, 310712071, 归神·阴阳道化钗, 1, 2, 4, 2, 2, 2
9800437, 153087, 130, 311413051, 天饰·瑶光, 1, 1, 1, 2, 4, 2
9800437, 153087, 105, 310510571, 归神·凤鸣岐山袍, 3, 3, 1, 3, 2, 2
9800437, 153087, 130, 311113051, 天佩·瑶光, 3, 2, 2, 2, 1, 2
9800437, 153087, 125, 311812581, 道圣·八卦游龙镯, 3, 1, 3, 2, 2, 2
9800437, 153087, 125, 310912551, 天手·麒麟, 3, 2, 2, 2, 2, 1
9800437, 153087, 120, 310312071, 归神·凤鸣古琴, 3, 4, 2, 3, 5, 3
9800437, 153087, 105, 311610571, 归神·凤鸣岐山戒, 2, 2, 1, 1, 3, 2
9800437, 153087, 105, 311210571, 归神·斩将封尊带, 2, 2, 2, 2, 3, 2
9800437, 153087, 100, 311310071, 归神·斩将封尊履, 2, 2, 2, 2, 2, 1
9802195, 153087, 130, 310713051, 天钗·瑶光, 1, 2, 2, 1, 3, 2
9802195, 153087, 130, 311413051, 天饰·瑶光, 3, 2, 2, 1, 2, 2
9802195, 153087, 125, 310512551, 天袍·麒麟, 5, 1, 3, 2, 3, 2
9802195, 153087, 130, 311113051, 天佩·瑶光, 1, 2, 3, 2, 1, 1
9802195, 153087, 125, 311812551, 天镯·麒麟, 3, 1, 4, 2, 2, 2
9802195, 153087, 125, 310912551, 天手·麒麟, 2, 1, 3, 2, 2, 2
9802195, 153087, 100, 312110071, 归神·滴血爪, 2, 4, 1, 3, 3, 4
9802195, 153087, 125, 311512551, 天戒·麒麟, 2, 2, 2, 1, 1, 2
9802195, 153087, 125, 311212551, 天带·麒麟, 3, 2, 2, 2, 1, 1
9802195, 153087, 130, 311313051, 天履·瑶光, 2, 2, 2, 2, 2, 1
9804083, 153087, 120, 310712051, 天钗·麒麟, 1, 2, 1, 2, 3, 2
9804083, 153087, 120, 311412051, 天饰·麒麟, 2, 1, 1, 2, 1, 1
9804083, 153087, 125, 310512551, 天袍·麒麟, 1, 2, 1, 2, 2, 1
9804083, 153087, 110, 311111051, 天佩·金凰, 2, 2, 3, 1, 1, 1
9804083, 153087, 125, 311812551, 天镯·麒麟, 2, 2, 2, 1, 2, 2
9804083, 153087, 125, 310912551, 天手·麒麟, 3, 2, 2, 2, 1, 1
9804083, 153087, 120, 312112081, 道圣·摄魂爪, 2, 2, 2, 3, 3, 2
9804083, 153087, 125, 311512551, 天戒·麒麟, 3, 2, 1, 1, 3, 2
9804083, 153087, 125, 311212551, 天带·麒麟, 3, 1, 2, 2, 1, 2
9804083, 153087, 120, 311312051, 天履·麒麟, 1, 2, 1, 2, 1, 1
9806132, 153087, 120, 310712081, 道圣·阴阳道化钗, 2, 2, 2, 3, 1, 3
9806132, 153087, 130, 311413051, 天饰·瑶光, 2, 2, 1, 3, 2, 3
9806132, 153087, 105, 310510571, 归神·凤鸣岐山袍, 4, 4, 1, 2, 2, 4
9806132, 153087, 130, 311113051, 天佩·瑶光, 2, 3, 1, 3, 3, 2
9806132, 153087, 125, 311812581, 道圣·八卦游龙镯, 5, 3, 1, 2, 3, 3
9806132, 153087, 135, 310913551, 天手·瑶光, 1, 2, 2, 3, 2, 3
9806132, 153087, 120, 310312071, 归神·凤鸣古琴, 1, 3, 2, 4, 2, 4
9806132, 153087, 105, 311610571, 归神·凤鸣岐山戒, 2, 4, 2, 4, 2, 3
9806132, 153087, 105, 311210571, 归神·斩将封尊带, 2, 3, 2, 2, 2, 3
9806132, 153087, 100, 311310071, 归神·斩将封尊履, 3, 3, 2, 3, 2, 2
9807621, 153087, 100, 310810071, 归神·斩将封尊冠, 2, 1, 2, 2, 3, 1
9807621, 153087, 130, 311413051, 天饰·瑶光, 1, 2, 1, 1, 2, 2
9807621, 153087, 125, 310612581, 道圣·八卦游龙甲, 2, 2, 1, 2, 1, 1
9807621, 153087, 130, 311113051, 天佩·瑶光, 4, 2, 2, 2, 3, 2
9807621, 153087, 105, 311810581, 道圣·斩将封尊镯, 1, 1, 1, 2, 1, 1
9807621, 153087, 125, 311012551, 天缠·麒麟, 3, 2, 3, 2, 1, 1
9807621, 153087, 120, 310412071, 归神·承影剑, 2, 4, 2, 4, 1, 4
9807621, 153087, 105, 311610571, 归神·凤鸣岐山戒, 3, 2, 2, 3, 2, 3
9807621, 153087, 105, 311210581, 道圣·斩将封尊带, 2, 2, 3, 2, 1, 1
9807621, 153087, 100, 311310071, 归神·斩将封尊履, 2, 2, 3, 2, 1, 2
9812487, 153087, 105, 311810551, 天镯·青龙, 1, 2, 4, 2, 4, 2
9812487, 153087, 105, 311510551, 天戒·青龙, 3, 2, 2, 2, 1, 1
9821766, 153087, 120, 310812071, 归神·八卦游龙冠, 4, 2, 2, 2, 1, 3
9821766, 153087, 130, 311413051, 天饰·瑶光, 2, 3, 4, 3, 1, 1
9821766, 153087, 125, 310612571, 归神·八卦游龙甲, 1, 3, 1, 3, 2, 3
9821766, 153087, 130, 311113051, 天佩·瑶光, 2, 3, 3, 3, 3, 3
9821766, 153087, 105, 311810571, 归神·斩将封尊镯, 3, 3, 1, 3, 1, 3
9821766, 153087, 125, 311012551, 天缠·麒麟, 2, 2, 2, 2, 4, 3
9821766, 153087, 120, 310112071, 归神·破军重剑, 2, 3, 1, 4, 2, 4
9821766, 153087, 105, 311610571, 归神·凤鸣岐山戒, 2, 3, 3, 2, 3, 3
9821766, 153087, 105, 311210571, 归神·斩将封尊带, 2, 3, 1, 2, 1, 3
9821766, 153087, 100, 311310071, 归神·斩将封尊履, 3, 3, 2, 3, 3, 3
9821782, 153087, 120, 311312071, 归神·八卦游龙履, 1, 3, 1, 3, 3, 2
9821782, 153087, 120, 310412071, 归神·承影剑, 3, 2, 2, 3, 2, 3
9821782, 153087, 125, 311012551, 天缠·麒麟, 1, 2, 3, 3, 1, 3
9821782, 153087, 130, 311113051, 天佩·瑶光, 1, 2, 2, 3, 3, 3
9821782, 153087, 105, 311610571, 归神·凤鸣岐山戒, 1, 2, 2, 3, 3, 3
9821782, 153087, 120, 310812071, 归神·八卦游龙冠, 3, 2, 3, 2, 2, 3
9821782, 153087, 130, 311413051, 天饰·瑶光, 2, 2, 2, 3, 2, 2
9821782, 153087, 125, 310612571, 归神·八卦游龙甲, 3, 3, 3, 2, 1, 2
9821782, 153087, 105, 311810571, 归神·斩将封尊镯, 1, 1, 1, 3, 3, 3
9821782, 153087, 105, 311210571, 归神·斩将封尊带, 2, 2, 2, 3, 1, 2
9821784, 146086, 130, 310813051, 天冠·瑶光, 1, 1, 3, 1, 4, 2
9821784, 146086, 130, 311413051, 天饰·瑶光, 1, 2, 1, 2, 1, 1
9821784, 146086, 125, 310612581, 道圣·八卦游龙甲, 1, 3, 3, 4, 2, 4
9821784, 146086, 130, 311113051, 天佩·瑶光, 2, 1, 3, 2, 2, 1
9821784, 146086, 125, 311812551, 天镯·麒麟, 4, 2, 4, 1, 4, 1
9821784, 146086, 125, 311012551, 天缠·麒麟, 1, 2, 1, 1, 1, 1
9821784, 146086, 130, 310413051, 天剑·含光, 3, 4, 1, 4, 2, 3
9821784, 146086, 105, 311610571, 归神·凤鸣岐山戒, 2, 4, 2, 3, 1, 3
